OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
505,R08004,49G,0.807,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,MHD,42,9,56.65679932,70,53,39.1884,12,3,63000,49.4,14.7,3,TRUE,0,0,0,TRUE,Rockland,MAPC
506,S09004,ACY,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,MHD,42,7,30,71,11,1,14,2,22400,74.7,13.6,9,TRUE,0,0,0,FALSE,Sharon,MAPC
507,B16604,9DF,0.814814815,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,48.29999924,71,4,38.58,11,2,0,274.5,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
508,B16602,9DL,0.851851852,OTHER RELIEF,I  93 RAMP CL,NBI,MHS,42,22,49.38000107,71,4,37.29,11,2,0,213.5,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
509,B16605,9.00E+08,0.888888889,TR    ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,55.68000031,71,4,37.86,11,1,0,24.9,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
510,B16576,9EK,0.888888889,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,25.44000053,71,4,18.51,11,2,0,30.1,15.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
511,B16576,9EL,0.851851852,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,24.38999939,71,4,13.74,11,2,0,64.4,15.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
512,B16656,9N3,0.777777778,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,35.41999817,71,3,43.569,11,4,91800,159.9,22.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
513,B16606,9P9,0.777777778,HWY   CHARLES RIVER,I  93 STRRW DR CON,NBI,MHS,42,22,6.960000038,71,3,52.14,11,4,0,253,28.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
514,B16603,9PF,-1,I  93 RAMPS,I  93 RAMP SA-CN,NBI,MHS,42,22,12.53999996,71,3,47.58,11,2,0,128.7,10.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
515,B16600,9PM,0.777777778,WATER CHARLES RIVER,I  93,NBI,MHS,42,22,0.980000019,71,3,4.38,11,10,206260,4442,55.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
516,B16656,9Q6,0,COMB  I90 & AMTRAK,I  93 SB,NBI,MHS,42,20,43.73799896,71,3,39.952,11,5,91800,193.2,17.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
517,B16656,9Q7,0,HWY   BROADWAY,I  93 SB,NBI,MHS,42,20,40.31000137,71,3,41.332,11,4,91800,110.1,23.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
518,B16509,9RP,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,49.79999924,71,3,37.9,11,4,11988,61.8,19.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
519,B16604,9TH,0.814814815,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,55.5,71,4,37.74,11,2,0,27.6,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
520,B16605,9TT,0,COMB  MBTA & ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,49.43999863,71,4,38.86,11,1,0,263,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
521,B16605,9TX,0.851851852,RR    MBTA,I  93 RAMPS SN NS,NBI,MHS,42,22,44.34000015,71,4,35.76,11,3,0,132.3,17.3,8,TRUE,0,0,0,FALSE,Boston,MAPC
522,B16605,9TY,0.851851852,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,MHS,42,22,38.81999969,71,4,30.18,11,2,174630,127.7,15.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
523,C09008,AAT,0.5205,WATER MILL CREEK,HWY   ACCESS RD,NBI,MDC,42,24,12,71,1,24,19,2,23376,9.8,12.3,N,TRUE,0,0,0,FALSE,Chelsea,MAPC
524,R05001,4DB,0.5512,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,MDC,42,24,17.98559952,71,0,17.298,16,6,44000,31.7,29.6,5,TRUE,3,3,3,TRUE,Revere,MAPC
525,R05016,4DC,0.5639,COMB  BLUE LN & STATE RD,ST145 REV BCH PKWY,NBI,MDC,42,24,0.176400006,70,59,31.02,16,6,19900,34.4,26.1,4,TRUE,14,17,24,TRUE,Revere,MAPC
526,R05015,4DD,0.8438,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,MDC,42,24,14.50800037,71,1,4.3104,14,6,46000,24.1,26.4,5,TRUE,0,0,0,FALSE,Revere,MAPC
527,C01026,4DF,0.5629,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,MDC,42,21,14.42879963,71,6,39.9204,14,4,100000,182.9,16.5,4,TRUE,15,15,20,TRUE,Cambridge,MAPC
528,C01021,4DG,0.9939,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,MDC,42,23,47.5223999,71,8,28.5216,14,4,69500,10.4,24.4,N,TRUE,20,25,36,FALSE,Cambridge,MAPC
529,C01020,4DH,0.9652,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,MDC,42,23,31.69680023,71,8,29.0184,14,4,68000,105.5,25.3,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
530,C01011,4DJ,0.7216,RR    CSX,US  3 MEMORIAL DR,NBI,MDC,42,21,12.92399979,71,6,33.5232,14,6,49500,14,31.4,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
531,C01045,4DK,0.5818,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.35879898,71,4,48.9036,14,2,49500,20.7,13.6,6,TRUE,15,20,31,FALSE,Cambridge,MAPC
532,C01040,4DL,0.7879,WATER BROAD CANAL,HWY   LAND BLVD,NBI,MDC,42,21,43.12440109,71,4,44.3928,14,2,25600,53.3,12.8,8,TRUE,15,21,28,FALSE,Cambridge,MAPC
533,C01008,4DM,0.696800908,WATER BROAD CANAL,HWY   FIRST ST,NBI,MDC,42,21,43.17839813,71,4,45.75,14,2,19000,36.6,16.9,6,TRUE,0,0,0,FALSE,Cambridge,MAPC
534,C01039,4DN,0.9334,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.5603981,71,4,46.056,14,2,25600,156.1,12.8,6,TRUE,21,27,38,FALSE,Cambridge,MAPC
535,C01038,4DP,0.9226,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,MDC,42,21,39.74399948,71,4,47.2152,14,2,22000,267.6,12.8,5,TRUE,21,25,36,FALSE,Cambridge,MAPC
536,C01023,4DQ,0.9303,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,MDC,42,21,25.48080063,71,5,35.4264,14,4,13600,15.8,33.2,9,TRUE,18,23,36,FALSE,Cambridge,MAPC
537,C01031,4DR,0.9192,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,MDC,42,23,48.10200119,71,8,29.076,14,4,69500,22.6,19.2,5,TRUE,20,25,36,FALSE,Cambridge,MAPC
538,M12003,4DT,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.522799969,71,6,46.9908,14,4,53000,19.5,19.2,N,TRUE,0,0,0,FALSE,Medford,MAPC
539,M12005,4DU,0.6701,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.861199856,71,7,39.3564,14,3,39000,18.3,22.3,N,TRUE,32,48,72,FALSE,Medford,MAPC
540,M12017,4DW,0.5083,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,MDC,42,24,15.71399975,71,4,38.5068,14,6,106000,53.3,28.8,5,TRUE,23,31,38,FALSE,Medford,MAPC
541,M12001,4DX,0.8592,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,MDC,42,23,58.520401,71,5,2.3244,14,6,94000,219.5,29.3,7,TRUE,0,0,0,FALSE,Medford,MAPC
542,M12019,4DY,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,MDC,42,24,22.51079941,71,5,51.3312,14,4,40000,93.6,33.1,6,TRUE,20,25,36,FALSE,Medford,MAPC
543,S17022,4.00E+02,0.0533,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,MDC,42,23,3.789599895,71,5,30.9372,14,6,62000,53,32.9,7,TRUE,20,24,36,FALSE,Somerville,MAPC
544,S17024,4.00E+03,0.7713,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,MDC,42,22,31.58760071,71,5,9.5928,12,6,50000,121.9,26.8,6,TRUE,0,0,0,FALSE,Somerville,MAPC
545,S17025,4.00E+04,0.538,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,MDC,42,23,6.500400066,71,5,29.9868,14,6,50000,16.5,33.5,6,TRUE,0,0,0,TRUE,Somerville,MAPC
546,S17039,4.00E+05,0.5646,HWY   WASHINGTON ST,ST 28 NB/MCGRATH,NBI,MDC,42,22,49.01160049,71,5,23.586,12,2,4000,198.1,10.4,5,TRUE,0,0,0,TRUE,Somerville,MAPC
547,S17039,4.00E+06,0.6344,HWY   WASHINGTON ST,ST 28 SB/MCGRATH,NBI,MDC,42,22,48.38159943,71,5,25.3392,12,2,16000,318.5,10.4,6,TRUE,0,0,0,FALSE,Somerville,MAPC
548,E12005,4.00E+07,0.9472,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,MDC,42,24,6.177599907,71,3,51.444,14,6,40000,70.7,25.2,7,TRUE,0,0,0,FALSE,Everett,MAPC
549,E12002,4.00E+08,0.9848,RR    MBTA/BMRR,ST 16 RAMP,NBI,MDC,42,24,12,71,3,48,19,2,26120,53.3,15.8,8,TRUE,0,0,0,FALSE,Everett,MAPC
550,E12004,4.00E+09,0.6997,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,MDC,42,24,13.56840038,71,4,22.116,14,6,70000,94.5,27.1,5,TRUE,0,0,0,TRUE,Everett,MAPC
551,E12008,4EA,0.6324,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,MDC,42,24,7.376399994,71,3,41.1372,14,3,52900,32.9,20.3,7,TRUE,28,52,82,FALSE,Everett,MAPC
552,E12009,4EB,0.5766,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,MDC,42,24,9.593999863,71,3,36.8064,14,3,13600,36.6,19.8,7,TRUE,0,0,0,TRUE,Everett,MAPC
553,B16458,4ED,0.7128,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,MDC,42,21,59.04359818,71,4,8.526,12,4,41200,10.7,11.9,7,TRUE,24,32,48,FALSE,Boston,MAPC
554,B16457,4EE,0.6579,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,10.7,11.6,5,TRUE,7,12,19,TRUE,Boston,MAPC
555,B16007,4EG,0.6814,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,MDC,42,21,8.632800102,71,6,40.122,14,4,41000,220.7,19.2,4,TRUE,0,0,0,TRUE,Boston,MAPC
556,B16377,4EH,0.642900919,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,MDC,42,21,39.20399857,71,7,6.0276,14,5,43000,20.1,24.4,6,TRUE,20,25,36,FALSE,Boston,MAPC
557,B16462,4EK,0.6094,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,MDC,42,21,19.96920013,71,4,32.3976,12,2,24000,9.4,9.1,6,TRUE,13,17,25,FALSE,Boston,MAPC
558,B16365,4EL,0.4963,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,MDC,42,20,56.75999832,71,5,34.2528,12,4,27000,235.3,18.3,5,TRUE,22,27,36,TRUE,Boston,MAPC
559,B16013,4EM,0.3412,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,22,3.982800007,71,4,16.4388,14,5,58000,25,25.6,5,TRUE,20,26,40,TRUE,Boston,MAPC
560,B16013,4ET,0.3728,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,21,41.33160019,71,4,33.708,14,6,49500,35.4,26.2,6,TRUE,0,0,0,TRUE,Boston,MAPC
561,B16033,4EU,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,MDC,42,18,13.98960018,71,2,53.4768,14,6,19900,140.2,27.4,7,TRUE,10,10,10,FALSE,Boston,MAPC
562,B16246,4EV,0.8615,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,MDC,42,22,17.68440056,71,8,0.0492,14,4,70100,91.4,25.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
563,B16367,4EX,0.6811,COMB  WASH ST&AMTK&ORNG,ST203 MONSGR CASEY,NBI,MDC,42,18,4.993199825,71,6,49.86,14,4,32600,509,24.4,5,TRUE,16,21,25,TRUE,Boston,MAPC
564,B16012,4EY,0.9699,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,MDC,42,21,14.60519981,71,5,29.832,14,4,49000,659.9,22.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
565,B16009,4F0,0.5148,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,MDC,42,21,40.48920059,71,4,21.7488,14,6,49500,650.7,32.5,5,TRUE,20,43,67,TRUE,Boston,MAPC
566,B16011,4F2,0.5179,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,MDC,42,22,7.888800144,71,7,25.5864,14,4,29000,70.7,19.3,N,TRUE,0,0,0,FALSE,Boston,MAPC
567,B16021,4F4,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,MDC,42,16,0.875999987,71,5,39.3108,14,7,55000,33.5,36,N,TRUE,0,0,0,FALSE,Boston,MAPC
568,B16196,4F5,0.8892,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,MDC,42,19,13.95479965,71,3,3.96,14,4,44300,33.5,16.6,4,TRUE,20,25,36,TRUE,Boston,MAPC
569,B16390,4F7,0.8472,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,MDC,42,17,2.137200117,71,2,23.2116,14,6,70700,310.3,29.9,5,TRUE,20,25,36,TRUE,Boston,MAPC
570,B16459,4FA,0.9212,WATER PATTON COVE,HWY   MORRSSEY BLV,NBI,MDC,42,18,46.35720062,71,2,49.038,14,6,54000,8.2,40.5,4,TRUE,33,46,67,TRUE,Boston,MAPC
571,B16188,4FC,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,MDC,42,20,48.23160172,71,5,35.4012,14,4,41000,19.2,30.4,N,TRUE,0,0,0,FALSE,Boston,MAPC
572,B16365,4FD,0.6625,WATER MUDDY RIVER,HWY   COMM AV OFRP,NBI,MDC,42,20,49.2071991,71,5,35.6856,12,2,27000,87.2,10.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
573,B16052,4FE,0.5864,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,MDC,42,20,51.96120071,71,5,34.6488,14,4,104700,109.4,13.8,5,TRUE,0,0,0,FALSE,Boston,MAPC
574,B16365,4FF,0.7082,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,MDC,42,20,54,71,5,36,12,2,19064,152.4,9.1,5,TRUE,22,27,36,FALSE,Boston,MAPC
575,B16365,4FG,0.5721,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,MDC,42,21,0.043200001,71,5,33.9864,12,2,20500,67.1,9.8,5,TRUE,22,27,36,FALSE,Boston,MAPC
576,B16365,4FH,0.5417,WATER MUDDY RIVER,HWY   BWKR NB OFRP,NBI,MDC,42,21,0.043200001,71,5,33.9864,12,2,9600,64,7.3,6,TRUE,22,27,36,FALSE,Boston,MAPC
577,B16365,4FJ,0.5358,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,MDC,42,21,1.947600007,71,5,33.18,12,2,27000,45.7,9.1,5,TRUE,22,27,36,FALSE,Boston,MAPC
578,B16365,4FK,0.4937,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,MDC,42,21,3.315599918,71,5,35.6352,12,2,24400,201.2,9.1,5,TRUE,15,20,26,FALSE,Boston,MAPC
579,B16365,4FL,0.6539,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,MDC,42,20,54,71,5,42,12,2,16700,128,8.5,5,TRUE,15,25,34,FALSE,Boston,MAPC
580,B16257,4FM,0.5499,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,MDC,42,21,42,71,4,18,12,2,9700,151.2,9.8,6,TRUE,14,15,17,FALSE,Boston,MAPC
581,B16258,4FN,0.8533,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,MDC,42,21,42,71,4,18,12,2,10500,47.2,9.8,8,TRUE,17,19,24,TRUE,Boston,MAPC
582,B16376,4FP,0.5687,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,MDC,42,22,5.026800156,71,7,27.9192,14,4,26000,19.2,22.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
583,B16390,4FQ,0.7983,HWY   QUINCY LOOP,ST  3 A/HNCK OFFRP,NBI,MDC,42,17,0,71,2,18,14,2,21413,100.6,9.1,6,TRUE,20,25,36,TRUE,Boston,MAPC
584,B16390,4FR,0.8538,ST  3 A/HNCK NB&MBTA&RED,HWY   MORRSSEY BLV,NBI,MDC,42,17,0,71,2,18,16,2,30344,396.5,20.1,5,TRUE,20,25,36,TRUE,Boston,MAPC
585,B16390,4FT,0.8869,HWY   QUINCY LOOP,ST  3 A/HANCK ONRP,NBI,MDC,42,17,0,71,2,18,14,2,27550,100.6,9.1,7,TRUE,20,25,36,FALSE,Boston,MAPC
586,B16390,4FU,0.9091,COMB  SAGAMORE ST & REDS,HWY   MORRSY OFFRP,NBI,MDC,42,17,0,71,2,18,14,1,1000,142.6,9.8,7,TRUE,20,25,36,FALSE,Boston,MAPC
587,S20024,4NM,-1,HWY   WOODLAND RD,I  90 EB,NBI,MTA,42,16,49.68119812,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
588,S20024,4NN,-1,HWY   WOODLAND RD,I  90 WB,NBI,MTA,42,16,50.41199875,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
589,S20023,4NP,-1,ST 85 CORDAVILLE RD,I  90 EB,NBI,MTA,42,16,40.55519867,71,31,32.3364,11,6,68385,35.1,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
590,S20023,4NQ,-1,ST 85 CORDAVILLE RD,I  90 WB,NBI,MTA,42,16,41.20679855,71,31,32.6496,11,3,42644,33.4,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
591,S20022,4NR,-1,HWY   PARKERVILLE RD,I  90 EB,NBI,MTA,42,16,30.25919914,71,32,11.3532,11,6,68385,14,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
592,S20022,4NT,-1,HWY   PARKERVILLE RD,I  90 WB,NBI,MTA,42,16,31.01160049,71,32,11.2632,11,3,68385,14,17.2,6,TRUE,0,0,0,FALSE,Southborough,MAPC
593,H23014,4NU,0.777777778,WATER SUDBURY RIVER,I  90,NBI,MTA,42,16,1.581599951,71,33,48.9024,11,6,61545,11.3,0,N,TRUE,0,0,0,FALSE,Hopkinton,MAPC
594,H23013,4NV,0.740740741,I  90,I  90 RMPS INT 11A,NBI,MTA,42,15,52.4844017,71,34,13.7028,11,2,111,53.3,15.8,7,TRUE,0,0,0,FALSE,Hopkinton,MAPC
595,H23015,4NW,-1,ST135 WOOD ST,I  90 EB,NBI,MTA,42,15,1.465199947,71,35,10.8636,11,6,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton,MAPC
596,H23015,4NX,-1,ST135 WOOD ST,I  90 WB,NBI,MTA,42,15,1.630800009,71,35,11.8968,11,3,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton,MAPC
597,A14020,4NY,0.740740741,I  90,HWY   OAK ST,NBI,MTA,42,17,6.611999989,71,29,54.6936,16,2,2200,63.4,10.5,7,TRUE,0,0,0,FALSE,Ashland,MAPC
598,F07060,4P0,0.777777778,I  90,I  90 WB ON RAMP,NBI,MTA,42,18,46.26720047,71,23,7.1556,12,1,35000,71.9,7.9,7,TRUE,0,0,0,FALSE,Framingham,MAPC
599,F07061,4P1,-1,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,MTA,42,18,26.97839928,71,23,16.3716,12,1,35000,38.4,7.9,7,TRUE,0,0,0,FALSE,Framingham,MAPC
600,F07047,4P2,-1,RR    CSX,I  90 EB,NBI,MTA,42,18,48.05279922,71,23,18.2076,11,3,81223,43,22.1,7,TRUE,0,0,0,FALSE,Framingham,MAPC
601,F07047,4P3,-1,RR    CSX,I  90 WB,NBI,MTA,42,18,48.84840012,71,23,18.7944,11,3,81223,43,19,7,TRUE,0,0,0,FALSE,Framingham,MAPC
602,F07059,4P4,-1,I  90,HWY   OLD CONN PTH,NBI,MTA,42,18,49.6332016,71,23,29.2164,16,2,7700,70.1,17.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
603,F07058,4P5,-1,ST126 CONCORD ST,I  90 EB,NBI,MTA,42,18,55.48680115,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham,MAPC
604,F07058,4P6,-1,ST126 CONCORD ST,I  90 WB,NBI,MTA,42,18,56.19240189,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham,MAPC
605,F07046,4P7,-1,WATER SUDBURY RIVER,I  90 EB,NBI,MTA,42,18,51.02999878,71,25,1.1604,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
606,F07046,4P8,-1,WATER SUDBURY RIVER,I  90 WB,NBI,MTA,42,18,51.60599899,71,25,1.7832,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
607,F07057,4P9,-1,HWY   CENTRAL ST,I  90 EB,NBI,MTA,42,18,52.03440094,71,24,57.042,11,3,81223,20.4,18.6,6,TRUE,0,0,0,FALSE,Framingham,MAPC
608,F07057,4PA,0.740740741,HWY   CENTRAL ST,I  90 WB,NBI,MTA,42,18,52.75439835,71,24,57.0924,11,3,81223,20.4,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
609,F07056,4PB,-1,HWY   EDGELL RD,I  90 EB,NBI,MTA,42,18,33.1955986,71,26,13.3404,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
610,F07056,4PC,-1,HWY   EDGELL RD,I  90 WB,NBI,MTA,42,18,33.71760178,71,26,13.9812,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
611,F07055,4PD,0.777777778,I  90,HWY   GROVE ST,NBI,MTA,42,18,23.15880013,71,26,35.5164,17,2,3000,60,12.5,7,TRUE,0,0,0,FALSE,Framingham,MAPC
612,F07053,4PE,0.740740741,I  90,ST 30 PLEASANT ST,NBI,MTA,42,18,13.90680027,71,26,52.5912,16,2,7700,87.8,12.8,7,TRUE,0,0,0,FALSE,Framingham,MAPC
613,F07052,4PF,-1,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,MTA,42,18,6.505199909,71,27,17.2044,17,2,3000,106.4,12.5,7,TRUE,0,0,0,FALSE,Framingham,MAPC
614,F07048,4PG,0.740740741,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,MTA,42,18,41.31719971,71,23,10.4892,12,2,35000,12.2,18.3,6,TRUE,0,0,0,FALSE,Framingham,MAPC
615,F07045,4PH,-1,WATER MDC RES 3,I  90 EB,NBI,MTA,42,18,1.976400018,71,28,15.8556,11,2,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
616,F07045,4PJ,-1,WATER MDC RES 3,I  90 WB,NBI,MTA,42,18,2.710799932,71,28,15.8988,11,3,81223,39.3,18.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
617,F07044,4PK,-1,RR    CSX,I  90,NBI,MTA,42,17,54.95280075,71,28,33.9456,11,3,81223,17.7,15.2,5,TRUE,0,0,0,FALSE,Framingham,MAPC
618,F07050,4PL,-1,I  90,ST  9 WORCESTER RD,NBI,MTA,42,17,48.03720093,71,28,45.2244,12,4,43000,101.5,31,6,TRUE,0,0,0,FALSE,Framingham,MAPC
619,F07051,4PM,-1,ST  9 WORCESTER RD,I  90 RAMP,NBI,MTA,42,17,47.96879959,71,28,36.4656,12,2,111,51.5,16.8,6,TRUE,0,0,0,FALSE,Framingham,MAPC
620,F07049,4PN,-1,I  90,I  90 RAMPS INT 12,NBI,MTA,42,17,38.14799881,71,29,0.294,12,2,111,49.1,15.8,6,TRUE,0,0,0,FALSE,Framingham,MAPC
621,F07062,4PP,0.814814815,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,MTA,42,18,38.44440079,71,23,12.2604,12,2,35000,15.2,18.3,7,TRUE,0,0,0,FALSE,Framingham,MAPC
622,N03036,4PQ,-1,I  90,ST 30 COMM RD,NBI,MTA,42,18,40.62239838,71,22,30,14,2,13600,87.8,18,6,TRUE,0,0,0,FALSE,Natick,MAPC
623,N03038,4PR,0.777777778,HWY   MARY DAY CAMP RD,I  90 EB,NBI,MTA,42,19,43.43159866,71,19,47.2332,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick,MAPC
624,N03038,4PT,0.777777778,HWY   MARY DAY CAMP RD,I  90 WB,NBI,MTA,42,19,44.20199966,71,19,47.3088,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick,MAPC
625,N03037,4PU,-1,ST 27 N MAIN ST,I  90 EB,NBI,MTA,42,18,51.09840012,71,21,41.2164,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick,MAPC
626,N03037,4PV,-1,ST 27 N MAIN ST,I  90 WB,NBI,MTA,42,18,51.61320114,71,21,41.8356,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick,MAPC
627,W11012,4PW,0.740740741,I  90,HWY   OAK ST,NBI,MTA,42,19,11.64719963,71,20,35.2428,16,2,7700,69.2,12.6,7,TRUE,0,0,0,FALSE,Wayland,MAPC
628,W29048,4PX,-1,ST 30 SOUTH AVE,I  90 RAMP D,NBI,MTA,42,20,36,71,15,54,11,3,40663,140.8,13.6,6,TRUE,0,0,0,FALSE,Weston,MAPC
629,W29049,4PY,-1,HWY   NORUMBEGA RD,I  90 RAMP D,NBI,MTA,42,20,48,71,15,48,11,2,27875,20.1,11,5,TRUE,0,0,0,FALSE,Weston,MAPC
