OBJECTID,All_Bridges_2009April_BIN,AllBridges_2009April_Boat,All_Bridges_2009April_Health_Index,All_Bridges_2009April_Item_6A,All_Bridges_2009April_Item_7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,All_Bridges_2009April_Item_26,AllBridges_2009April_Item__28A,All_Bridges_2009April_Item_29,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,All_Bridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,All_Bridges_2009April_Struct_Def,All_Bridges_2009April_Town_Name,AllBridges_2009April_RPA
649,4QV,NN,-1,HWY   ACCESS RD,I  90 WB RAMP OFF,NBI,MTA,42,20,53.1312,71,14,7.5372,12,2,111,21.3,16,6,TRUE,0,0,0,FALSE,Newton,MAPC
650,4QW,NN,-1,COMB  I 90 & CSX/MBTA,ST 16 WB/WSHGTN ST,NBI,MTA,42,20,50.0964,71,13,56.8848,12,2,13600,54.9,11.9,4,TRUE,0,0,0,TRUE,Newton,MAPC
651,4QX,NN,-1,COMB  I 90 & CSX/MBTA,ST 16 EB/PUTNAM ST,NBI,MTA,42,20,51.162,71,13,45.4584,19,4,13600,64,20.2,7,TRUE,0,0,0,FALSE,Newton,MAPC
652,4QY,NN,-1,COMB  I 90 & CSX/MBTA,HWY   HIGHLAND ST,NBI,MTA,42,20,51.99,71,13,37.9128,19,2,700,52.1,13.5,6,TRUE,0,0,0,FALSE,Newton,MAPC
477,3VV,NN,1,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,MHD,42,11,19.0104,71,11,4.4916,12,1,28600,50.6,16.1,9,TRUE,0,0,0,FALSE,Norwood,MAPC
478,3VW,NN,1,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,MHD,42,11,14.4132,71,11,5.82,12,1,16000,49.1,16.1,8,TRUE,0,0,0,FALSE,Norwood,MAPC
479,3WL,NN,0.7333,I  95,HWY   CONEY ST,NBI,MHD,42,8,52.2384,71,12,3.6756,14,2,22000,86.3,17.2,6,TRUE,20,25,40,FALSE,Walpole,MAPC
480,40X,NN,0.7299,RR    CSX,ST 27 ELM ST,634,MHD,42,8,57.5232,71,15,36.126,14,2,17500,26.5,15.8,6,TRUE,0,0,0,FALSE,Walpole,MAPC
481,46Q,PN,0.994,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,MHD,42,6,25.7724,70,48,32.5872,14,2,30000,39.6,13.6,7,TRUE,0,0,0,FALSE,Hanover,MAPC
482,47J,NN,0.9409,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,MHD,42,5,39.5772,70,43,6.9132,14,2,29900,9.8,12.9,5,TRUE,17,23,36,FALSE,Marshfield,MAPC
483,47K,YY,0.9888,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,MHD,42,14,48.228,70,55,55.2216,14,4,44100,112.8,19,8,TRUE,0,0,0,FALSE,Hingham,MAPC
484,47L,NN,0.9838,RR    MBTA,ST  3 A/CSHNG HWY,NBI,MHD,42,14,40.8732,70,52,44.886,14,2,20050,18.9,15.8,9,TRUE,0,0,0,FALSE,Hingham,MAPC
485,48H,NN,0.9032,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,3,58.2048,70,43,45.8616,12,2,41700,33.5,13.5,5,TRUE,0,0,0,FALSE,Duxbury,MAPC
486,48J,NN,0.9069,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,3,58.2048,70,43,45.8616,12,2,41700,33.5,13.5,4,TRUE,0,0,0,TRUE,Duxbury,MAPC
487,48K,NN,0.8204,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,3,TRUE,0,0,0,TRUE,Hanover,MAPC
488,48L,NN,0.9709,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,5,TRUE,0,0,0,FALSE,Hanover,MAPC
489,48U,NN,0.8851,WATER NORTH RIVER,ST  3 NB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,53800,59.7,13.5,5,TRUE,0,0,0,FALSE,Norwell,MAPC
490,48V,NN,0.8841,HWY   HIGH ST,ST  3 SB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,52.4,13.8,5,TRUE,0,0,0,FALSE,Norwell,MAPC
491,48W,NN,0.8821,HWY   HIGH ST,ST  3 NB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,52.4,13.8,3,TRUE,0,0,0,TRUE,Norwell,MAPC
492,48X,NN,0.9093,WATER NORTH RIVER,ST  3 SB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,50000,59.7,13.5,6,TRUE,0,0,0,FALSE,Norwell,MAPC
493,48Y,NN,0.8836,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,50.9,14.2,6,TRUE,0,0,0,FALSE,Pembroke,MAPC/OCPC
494,490,NN,0.8626,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,50.9,14.3,6,TRUE,0,0,0,FALSE,Pembroke,MAPC/OCPC
495,49F,NN,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.83,9,TRUE,0,0,0,FALSE,Rockland,MAPC
496,49G,NN,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.83,9,TRUE,0,0,0,FALSE,Rockland,MAPC
497,ACY,NN,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,MHD,42,7,30,71,11,1,14,2,22400,74.7,13.6,9,TRUE,0,0,0,FALSE,Sharon,MAPC
498,9DF,NN,0.777777778,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,48.3,71,4,38.58,11,2,0,274.5,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
499,9DL,NN,0.851851852,OTHER RELIEF,I  93 RAMP CL,NBI,MHS,42,22,49.38,71,4,37.29,11,2,0,213.5,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
500,9.00E+08,NN,0.888888889,TR    ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,55.68,71,4,37.86,11,1,0,24.9,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
501,9EK,NN,0.888888889,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,25.44,71,4,18.51,11,2,0,30.1,15.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
502,9EL,NN,0.851851852,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,24.39,71,4,13.74,11,2,0,64.4,15.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
503,9N3,NN,0.777777778,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,35.42,71,3,43.569,11,4,91800,159.9,22.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
504,9P9,YY,0.777777778,HWY   CHARLES RIVER,I  93 STRRW DR CON,NBI,MHS,42,22,6.96,71,3,52.14,11,4,0,253,28.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
505,9PF,NN,0.740740741,I  93 RAMPS,I  93 RAMP SA-CN,NBI,MHS,42,22,12.54,71,3,47.58,11,2,0,128.7,10.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
506,9PM,YY,0.777777778,WATER CHARLES RIVER,I  93,NBI,MHS,42,22,0.98,71,3,4.38,11,10,206260,444.2,55.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
507,9Q6,NN,0,COMB  I90 & AMTRAK,I  93 SB,NBI,MHS,42,20,43.738,71,3,39.952,11,5,91800,193.2,17.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
508,9Q7,NN,0,HWY   BROADWAY,I  93 SB,NBI,MHS,42,20,40.31,71,3,41.332,11,4,91800,110.1,23.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
509,9RP,NN,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,49.8,71,3,37.9,11,4,11988,61.8,19.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
510,9TH,NN,0.777777778,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,55.5,71,4,37.74,11,2,0,27.6,12.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
511,9TT,NN,0,COMB  MBTA & ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,49.44,71,4,38.86,11,1,0,263,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
512,9TX,NN,0.851851852,RR    MBTA,I  93 RAMPS SN NS,NBI,MHS,42,22,44.34,71,4,35.76,11,3,0,132.3,17.3,8,TRUE,0,0,0,FALSE,Boston,MAPC
513,9TY,NN,0.814814815,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,MHS,42,22,38.82,71,4,30.18,11,2,174630,127.7,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
514,AAT,NN,0.5205,WATER MILL CREEK,HWY   ACCESS RD,NBI,MDC,42,24,12,71,1,24,19,2,23376,9.8,12.3,N,TRUE,0,0,0,FALSE,Chelsea,MAPC
515,4DB,NN,0.5512,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,MDC,42,24,17.9856,71,0,17.298,16,6,44000,31.7,29.6,5,TRUE,3,3,3,TRUE,Revere,MAPC
516,4DC,NN,0.5639,COMB  BLUE LN & STATE RD,ST145 REV BCH PKWY,NBI,MDC,42,24,0.1764,70,59,31.02,16,6,19900,34.4,26.1,4,TRUE,14,17,24,TRUE,Revere,MAPC
517,4DD,NN,0.8438,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,MDC,42,24,14.508,71,1,4.3104,14,6,46000,24.1,26.4,5,TRUE,0,0,0,FALSE,Revere,MAPC
518,4DF,NN,0.5629,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,MDC,42,21,14.4288,71,6,39.9204,14,4,100000,182.9,16.5,4,TRUE,15,15,20,TRUE,Cambridge,MAPC
519,4DG,NN,0.9937,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,MDC,42,23,47.5224,71,8,28.5216,14,4,69500,10.4,24.4,N,TRUE,20,25,36,FALSE,Cambridge,MAPC
520,4DH,NN,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,MDC,42,23,31.6968,71,8,29.0184,14,4,68000,105.5,25.3,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
521,4DJ,NN,0.7216,RR    CSX,US  3 MEMORIAL DR,NBI,MDC,42,21,12.924,71,6,33.5232,14,6,49500,14,31.4,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
522,4DK,NN,0.5818,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.3588,71,4,48.9036,14,2,49500,20.7,13.6,6,TRUE,15,20,31,FALSE,Cambridge,MAPC
523,4DL,NN,0.7879,WATER BROAD CANAL,HWY   LAND BLVD,NBI,MDC,42,21,43.1244,71,4,44.3928,14,2,25600,53.3,12.8,8,TRUE,15,21,28,FALSE,Cambridge,MAPC
524,4DM,NY,0.696800908,WATER BROAD CANAL,HWY   FIRST ST,NBI,MDC,42,21,43.1784,71,4,45.75,14,2,19000,36.6,16.9,6,TRUE,0,0,0,FALSE,Cambridge,MAPC
525,4DN,NN,0.9334,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.5604,71,4,46.056,14,2,25600,156.1,12.8,6,TRUE,21,27,38,FALSE,Cambridge,MAPC
526,4DP,NN,0.9226,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,MDC,42,21,39.744,71,4,47.2152,14,2,22000,267.6,12.8,5,TRUE,21,25,36,FALSE,Cambridge,MAPC
527,4DQ,NN,0.9303,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,MDC,42,21,25.4808,71,5,35.4264,14,4,13600,15.8,33.2,9,TRUE,18,23,36,FALSE,Cambridge,MAPC
528,4DR,NN,0.9169,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,MDC,42,23,48.102,71,8,29.076,14,4,69500,22.6,19.2,5,TRUE,0,0,0,FALSE,Cambridge,MAPC
529,4DT,NN,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.5228,71,6,46.9908,14,4,53000,19.5,19.2,N,TRUE,0,0,0,FALSE,Medford,MAPC
530,4DU,NN,0.6701,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.8612,71,7,39.3564,14,3,39000,18.3,22.3,N,TRUE,32,48,72,FALSE,Medford,MAPC
531,4DW,NN,0.5083,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,MDC,42,24,15.714,71,4,38.5068,14,6,106000,53.3,28.8,5,TRUE,23,31,38,FALSE,Medford,MAPC
532,4DX,NN,0.8592,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,MDC,42,23,58.5204,71,5,2.3244,14,6,94000,219.5,29.3,7,TRUE,0,0,0,FALSE,Medford,MAPC
533,4DY,NY,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,MDC,42,24,22.5108,71,5,51.3312,14,4,40000,93.6,33.1,6,TRUE,0,0,0,FALSE,Medford,MAPC
534,4.00E+02,NN,0.8672,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,MDC,42,23,3.7896,71,5,30.9372,14,6,62000,53,32.9,7,TRUE,20,24,36,FALSE,Somerville,MAPC
535,4.00E+03,NN,0.7713,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,MDC,42,22,31.5876,71,5,9.5928,12,6,50000,121.9,26.8,6,TRUE,0,0,0,FALSE,Somerville,MAPC
536,4.00E+04,NN,0.538,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,MDC,42,23,6.5004,71,5,29.9868,14,6,50000,16.5,33.5,6,TRUE,0,0,0,TRUE,Somerville,MAPC
537,4.00E+05,NN,0.5646,HWY   WASHINGTON ST,ST 28 NB/MCGRATH,NBI,MDC,42,22,49.0116,71,5,23.586,12,2,4000,198.1,10.4,5,TRUE,0,0,0,FALSE,Somerville,MAPC
538,4.00E+06,NN,0.6344,HWY   WASHINGTON ST,ST 28 SB/MCGRATH,NBI,MDC,42,22,48.3816,71,5,25.3392,12,2,16000,318.5,10.4,6,TRUE,0,0,0,FALSE,Somerville,MAPC
539,4.00E+07,NN,0.9401,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,MDC,42,24,6.1776,71,3,51.444,14,6,40000,70.7,25.2,7,TRUE,0,0,0,FALSE,Everett,MAPC
540,4.00E+08,NN,0.9841,RR    MBTA/BMRR,ST 16 RAMP,NBI,MDC,42,24,12,71,3,48,19,2,26120,53.3,15.8,7,TRUE,0,0,0,FALSE,Everett,MAPC
541,4.00E+09,NN,0.6997,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,MDC,42,24,13.5684,71,4,22.116,14,6,70000,94.5,27.1,5,TRUE,0,0,0,TRUE,Everett,MAPC
542,4EA,NN,0.6314,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,MDC,42,24,7.3764,71,3,41.1372,14,3,52900,32.9,20.3,7,TRUE,28,52,82,FALSE,Everett,MAPC
543,4EB,NN,0.572,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,MDC,42,24,9.594,71,3,36.8064,14,3,13600,36.6,19.8,7,TRUE,0,0,0,FALSE,Everett,MAPC
544,4ED,NN,0.7128,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,MDC,42,21,59.0436,71,4,8.526,12,4,41200,10.7,11.9,7,TRUE,24,32,48,TRUE,Boston,MAPC
545,4EE,NN,0.6579,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,10.7,11.6,5,TRUE,7,12,19,TRUE,Boston,MAPC
546,4EG,YY,0.6814,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,MDC,42,21,8.6328,71,6,40.122,14,4,41000,220.7,19.2,4,TRUE,0,0,0,TRUE,Boston,MAPC
547,4EH,NN,0.608,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,MDC,42,21,39.204,71,7,6.0276,14,5,43000,20.1,24.4,6,TRUE,20,25,36,FALSE,Boston,MAPC
548,4EK,NN,0.6094,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,MDC,42,21,19.9692,71,4,32.3976,12,2,24000,9.4,9.1,6,TRUE,13,17,25,FALSE,Boston,MAPC
549,4EL,NN,0.4963,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,MDC,42,20,56.76,71,5,34.2528,12,4,27000,235.3,18.3,5,TRUE,22,27,36,TRUE,Boston,MAPC
550,4EM,NN,0.3412,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,22,3.9828,71,4,16.4388,14,5,58000,25,25.6,5,TRUE,20,26,40,TRUE,Boston,MAPC
551,4ET,NN,0.3728,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,21,41.3316,71,4,33.708,14,6,49500,35.4,26.2,6,TRUE,0,0,0,TRUE,Boston,MAPC
552,4EU,NY,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,MDC,42,18,13.9896,71,2,53.4768,14,6,19900,140.2,27.4,7,TRUE,0,0,0,FALSE,Boston,MAPC
553,4EV,YY,0.8615,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,MDC,42,22,17.6844,71,8,0.0492,14,4,70100,91.4,25.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
554,4EX,NN,0.6811,COMB  WASH ST&AMTK&ORNG,ST203 MONSGR CASEY,NBI,MDC,42,18,4.9932,71,6,49.86,14,4,32600,509,24.4,5,TRUE,16,21,25,TRUE,Boston,MAPC
555,4EY,NY,0.9699,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,MDC,42,21,14.6052,71,5,29.832,14,4,49000,659.9,22.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
556,4F0,NY,0.5126,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,MDC,42,21,40.4892,71,4,21.7488,14,6,49500,650.7,32.5,4,TRUE,0,0,0,TRUE,Boston,MAPC
557,4F2,YY,0.5179,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,MDC,42,22,7.8888,71,7,25.5864,14,4,29000,70.7,19.3,N,TRUE,0,0,0,TRUE,Boston,MAPC
558,4F4,NN,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,MDC,42,16,0.876,71,5,39.3108,14,7,55000,33.5,36,N,TRUE,0,0,0,FALSE,Boston,MAPC
559,4F5,NN,0.851,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,MDC,42,19,13.9548,71,3,3.96,14,4,44300,33.5,16.6,3,TRUE,20,25,36,TRUE,Boston,MAPC
560,4F7,NN,0.8472,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,MDC,42,17,2.1372,71,2,23.2116,14,6,70700,310.3,29.9,5,TRUE,20,25,36,TRUE,Boston,MAPC
561,4FA,NN,0.9212,WATER PATTON COVE,HWY   MORRSSEY BLV,NBI,MDC,42,18,46.3572,71,2,49.038,14,6,54000,8.2,40.5,4,TRUE,33,46,67,TRUE,Boston,MAPC
562,4FC,YY,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,MDC,42,20,48.2316,71,5,35.4012,14,4,41000,19.2,30.4,N,TRUE,0,0,0,FALSE,Boston,MAPC
563,4FD,NN,0.6625,WATER MUDDY RIVER,HWY   COMM AV OFRP,NBI,MDC,42,20,49.2072,71,5,35.6856,12,2,27000,87.2,10.7,5,TRUE,0,0,0,FALSE,Boston,MAPC
564,4FE,NN,0.5965,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,MDC,42,20,51.9612,71,5,34.6488,14,4,104700,109.4,13.8,4,TRUE,0,0,0,TRUE,Boston,MAPC
565,4FF,NN,0.7082,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,MDC,42,20,54,71,5,36,12,2,19064,152.4,9.1,5,TRUE,22,27,36,FALSE,Boston,MAPC
566,4FG,NN,0.5721,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,MDC,42,21,0.0432,71,5,33.9864,12,2,20500,67.1,9.8,5,TRUE,22,27,36,FALSE,Boston,MAPC
567,4FH,NN,0.5417,WATER MUDDY RIVER,HWY   BWKR NB OFRP,NBI,MDC,42,21,0.0432,71,5,33.9864,12,2,9600,64,7.3,6,TRUE,22,27,36,FALSE,Boston,MAPC
568,4FJ,NN,0.5358,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,MDC,42,21,1.9476,71,5,33.18,12,2,27000,45.7,9.1,5,TRUE,22,27,36,FALSE,Boston,MAPC
569,4FK,NN,0.4937,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,MDC,42,21,3.3156,71,5,35.6352,12,2,24400,201.2,9.1,5,TRUE,15,20,26,FALSE,Boston,MAPC
570,4FL,NN,0.6539,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,MDC,42,20,54,71,5,42,12,2,16700,128,8.5,5,TRUE,15,25,34,FALSE,Boston,MAPC
571,4FM,NN,0.5499,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,MDC,42,21,42,71,4,18,12,2,9700,151.2,9.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
572,4FN,NN,0.8513,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,MDC,42,21,42,71,4,18,12,2,10500,47.2,9.8,8,TRUE,17,19,24,TRUE,Boston,MAPC
573,4FP,NN,0.5445,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,MDC,42,22,5.0268,71,7,27.9192,14,4,26000,19.2,22.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
574,4FQ,NN,0.7983,HWY   QUINCY LOOP,ST  3 A/HNCK OFFRP,NBI,MDC,42,17,0,71,2,18,14,2,21413,100.6,9.1,6,TRUE,20,25,36,TRUE,Boston,MAPC
575,4FR,NN,0.8538,ST  3 A/HNCK NB&MBTA&RED,HWY   MORRSSEY BLV,NBI,MDC,42,17,0,71,2,18,16,2,30344,396.5,20.1,5,TRUE,20,25,36,TRUE,Boston,MAPC
576,4FT,NN,0.8869,HWY   QUINCY LOOP,ST  3 A/HANCK ONRP,NBI,MDC,42,17,0,71,2,18,14,2,27550,100.6,9.1,7,TRUE,20,25,36,FALSE,Boston,MAPC
577,4FU,NN,0.9534,COMB  SAGAMORE ST & REDS,HWY   MORRSY OFFRP,NBI,MDC,42,17,0,71,2,18,14,1,1000,142.6,9.8,7,TRUE,20,25,36,FALSE,Boston,MAPC
578,4NM,NN,-1,HWY   WOODLAND RD,I  90 EB,NBI,MTA,42,16,49.6812,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
579,4NN,NN,-1,HWY   WOODLAND RD,I  90 WB,NBI,MTA,42,16,50.412,71,30,56.3076,11,6,68385,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
580,4NP,NN,-1,ST 85 CORDAVILLE RD,I  90 EB,NBI,MTA,42,16,40.5552,71,31,32.3364,11,6,68385,35.1,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
581,4NQ,NN,-1,ST 85 CORDAVILLE RD,I  90 WB,NBI,MTA,42,16,41.2068,71,31,32.6496,11,3,42644,33.4,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
582,4NR,NN,-1,HWY   PARKERVILLE RD,I  90 EB,NBI,MTA,42,16,30.2592,71,32,11.3532,11,6,68385,14,17.2,5,TRUE,0,0,0,FALSE,Southborough,MAPC
583,4NT,NN,-1,HWY   PARKERVILLE RD,I  90 WB,NBI,MTA,42,16,31.0116,71,32,11.2632,11,3,68385,14,17.2,6,TRUE,0,0,0,FALSE,Southborough,MAPC
584,4NU,NN,0.777777778,WATER SUDBURY RIVER,I  90,NBI,MTA,42,16,1.5816,71,33,48.9024,11,6,61545,11.3,0,N,TRUE,0,0,0,FALSE,Hopkinton,MAPC
585,4NV,NN,0.740740741,I  90,I  90 RMPS INT 11A,NBI,MTA,42,15,52.4844,71,34,13.7028,11,2,111,53.3,15.8,7,TRUE,0,0,0,FALSE,Hopkinton,MAPC
586,4NW,NN,-1,ST135 WOOD ST,I  90 EB,NBI,MTA,42,15,1.4652,71,35,10.8636,11,6,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton,MAPC
587,4NX,NN,-1,ST135 WOOD ST,I  90 WB,NBI,MTA,42,15,1.6308,71,35,11.8968,11,3,61545,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton,MAPC
588,4NY,NN,0.740740741,I  90,HWY   OAK ST,NBI,MTA,42,17,6.612,71,29,54.6936,16,2,2200,63.4,10.5,7,TRUE,0,0,0,FALSE,Ashland,MAPC
589,4P0,NN,0.777777778,I  90,I  90 WB ON RAMP,NBI,MTA,42,18,46.2672,71,23,7.1556,12,1,35000,71.9,7.9,7,TRUE,0,0,0,FALSE,Framingham,MAPC
590,4P1,NN,-1,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,MTA,42,18,26.9784,71,23,16.3716,12,1,35000,38.4,7.9,7,TRUE,0,0,0,FALSE,Framingham,MAPC
591,4P2,NN,-1,RR    CSX,I  90 EB,NBI,MTA,42,18,48.0528,71,23,18.2076,11,3,81223,43,22.1,7,TRUE,0,0,0,FALSE,Framingham,MAPC
592,4P3,NN,-1,RR    CSX,I  90 WB,NBI,MTA,42,18,48.8484,71,23,18.7944,11,3,81223,43,19,7,TRUE,0,0,0,FALSE,Framingham,MAPC
593,4P4,NN,-1,I  90,HWY   OLD CONN PTH,NBI,MTA,42,18,49.6332,71,23,29.2164,16,2,7700,70.1,17.4,6,TRUE,0,0,0,FALSE,Framingham,MAPC
594,4P5,NN,-1,ST126 CONCORD ST,I  90 EB,NBI,MTA,42,18,55.4868,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham,MAPC
595,4P6,NN,-1,ST126 CONCORD ST,I  90 WB,NBI,MTA,42,18,56.1924,71,24,5.4756,11,3,81223,37.5,18.4,7,TRUE,0,0,0,FALSE,Framingham,MAPC
596,4P7,NN,-1,WATER SUDBURY RIVER,I  90 EB,NBI,MTA,42,18,51.03,71,25,1.1604,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
597,4P8,NN,-1,WATER SUDBURY RIVER,I  90 WB,NBI,MTA,42,18,51.606,71,25,1.7832,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham,MAPC
598,4P9,NN,-1,HWY   CENTRAL ST,I  90 EB,NBI,MTA,42,18,52.0344,71,24,57.042,11,3,81223,20.4,18.6,6,TRUE,0,0,0,FALSE,Framingham,MAPC
