OBJECTID,AllBridges_2011April_BDEPT,AllBridges_2011April_BIN,AllBridges_2011April_Health_Index,AllBridges_2011April_Item_6A,AllBridges_2011April_Item_7,AllBridges_2011April_Item___8_Bridge_Cat,AllBridges_2011April_Item___8_Owner,AllBridges_2011April_Item__16A,AllBridges_2011April_Item__16B,AllBridges_2011April_Item__16C,AllBridges_2011April_Item__17A,AllBridges_2011April_Item__17B,AllBridges_2011April_Item__17C,AllBridges_2011April_Item_26,AllBridges_2011April_Item__28A,AllBridges_2011April_Item_29,AllBridges_2011April_Item__49,AllBridges_2011April_Item__52,AllBridges_2011April_Item__58,AllBridges_2011April_Item_104,AllBridges_2011April_Posting_2_Axle,AllBridges_2011April_Posting_3_Axle,AllBridges_2011April_Posting_5_Axle,AllBridges_2011April_Struct_Def,AllBridges_2011April_Town_Name,AllBridges_2011April_RPA
538,B16656,9Q7,1,HWY   BROADWAY,I  93 SB,NBI,DOT,42,20,40.31000137,71,3,41.332,11,4,91800,110.1,23.5,7,True,0,0,0,False,Boston,MAPC
539,B16667,9QP,0.777777778,RR    AMTRAK/MBTA,I  93 RAMP XE,NBI,DOT,42,20,44.56999969,71,3,36.93,11,2,1603,43.3,8.8,7,True,0,0,0,False,Boston,MAPC
540,B16509,9RP,1,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,49.79999924,71,3,37.9,11,4,84100,61.8,19.3,7,True,0,0,0,False,Boston,MAPC
541,B16604,9TH,0.9677,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,55.5,71,4,37.74,11,2,40300,27.6,12.2,7,True,0,0,0,False,Boston,MAPC
542,B16605,9TT,0.9805,COMB  MBCR & ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,49.43999863,71,4,38.86,11,1,0,263,7.9,7,True,0,0,0,False,Boston,MAPC
543,B16605,9TX,0.9792,RR    MBTA,I  93 RAMPS SN NS,NBI,DOT,42,22,44.34000015,71,4,35.76,11,3,11000,132.3,17.3,8,True,0,0,0,False,Boston,MAPC
544,B16605,9TY,1,RR    MBCR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,38.81999969,71,4,30.18,11,2,174630,127.7,15.2,7,True,0,0,0,False,Boston,MAPC
545,B16605,9U0,1,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,31.68000031,71,4,24.62,11,2,75200,260,15.2,7,True,0,0,0,False,Boston,MAPC
546,B16605,9UA,1,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,DOT,42,22,25.77000046,71,4,16.59,11,2,34900,260,15.2,7,True,0,0,0,False,Boston,MAPC
547,B16662,9UT,0.9869,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,53.65000153,71,3,34.63,11,2,25300,36.4,9.8,7,True,0,0,0,False,Boston,MAPC
548,B16662,9V0,0.8315,OTHER RELIEF,I  93 RAMP K,NBI,DOT,42,20,47.74000168,71,3,35.72,11,2,0,122.8,9.8,7,True,0,0,0,False,Boston,MAPC
549,C09008,AAT,0.5153,WATER MILL CREEK,HWY   ACCESS RD,NBI,DOT,42,24,12,71,1,24,19,2,23376,9.8,12.3,N,True,0,0,0,False,Chelsea,MAPC
550,R05001,4DB,-1,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,DOT,42,24,17.98559952,71,0,17.298,16,6,44000,31.7,29.6,5,True,3,3,3,True,Revere,MAPC
551,R05015,4DD,0.8438,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,DOT,42,24,14.50800037,71,1,4.3104,14,6,49000,24.1,26.4,5,True,0,0,0,False,Revere,MAPC
552,C01026,4DF,0.5245,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,DOT,42,21,14.68000031,71,6,38,14,4,30000,182.9,16.5,4,True,15,15,20,True,Cambridge,MAPC
553,C01021,4DG,0.9939,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,DOT,42,23,47.5223999,71,8,28.5216,14,4,72500,10.4,24.4,N,True,20,25,36,False,Cambridge,MAPC
554,C01020,4DH,0.9652,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,DOT,42,23,31.69680023,71,8,29.0184,14,4,68000,105.5,25.3,7,True,0,0,0,False,Cambridge,MAPC
555,C01011,4DJ,-1,RR    CSX,US  3 MEMORIAL DR,NBI,DOT,42,21,12.92399979,71,6,33.5232,14,6,49500,14,31.4,7,True,0,0,0,False,Cambridge,MAPC
556,C01045,4DK,-1,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.35879898,71,4,48.9036,14,2,49500,20.7,13.6,6,True,15,20,31,False,Cambridge,MAPC
557,C01040,4DL,-1,WATER BROAD CANAL,HWY   LAND BLVD,NBI,DOT,42,21,43.12440109,71,4,44.3928,14,2,25600,53.3,12.8,8,True,15,21,28,False,Cambridge,MAPC
558,C01008,4DM,-1,WATER BROAD CANAL,HWY   FIRST ST,NBI,DOT,42,21,43.17839813,71,4,45.75,14,2,19000,36.6,16.9,5,True,0,0,0,True,Cambridge,MAPC
559,C01039,4DN,0.9336,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.5603981,71,4,46.056,14,2,16000,156.1,12.8,6,True,0,0,0,False,Cambridge,MAPC
560,C01038,4DP,0,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,DOT,42,21,39.74399948,71,4,47.2152,14,2,22000,267.6,12.8,5,True,21,25,36,False,Cambridge,MAPC
561,C01023,4DQ,0.777777778,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,DOT,42,21,25.48080063,71,5,35.4264,14,4,13600,15.8,33.2,8,True,0,0,0,False,Cambridge,MAPC
562,C01031,4DR,0.8566,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,DOT,42,23,48.10200119,71,8,29.076,14,4,72500,22.6,19.2,5,True,0,0,0,False,Cambridge,MAPC
563,M12003,4DT,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,DOT,42,25,4.522799969,71,6,46.9908,14,4,53000,19.5,19.2,N,True,0,0,0,False,Medford,MAPC
564,M12005,4DU,0.67,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,DOT,42,25,4.861199856,71,7,39.3564,14,3,39000,18.3,22.3,N,True,32,48,72,False,Medford,MAPC
565,M12017,4DW,-1,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,DOT,42,24,15.71399975,71,4,38.5068,14,6,106000,53.3,28.8,5,True,0,0,0,False,Medford,MAPC
566,M12001,4DX,0.740740741,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,DOT,42,23,58.520401,71,5,2.3244,14,6,94000,219.5,29.3,7,True,0,0,0,False,Medford,MAPC
567,M12019,4DY,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,DOT,42,24,22.51079941,71,5,51.3312,14,4,74000,93.6,33.1,6,True,0,0,0,False,Medford,MAPC
568,S17022,4E2,0.8491,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,DOT,42,23,3.789599895,71,5,29,14,6,37700,53,32.9,7,True,20,24,36,False,Somerville,MAPC
569,S17024,4E3,-1,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,DOT,42,22,31.58760071,71,5,9.5928,12,6,50000,121.9,26.8,6,True,0,0,0,False,Somerville,MAPC
570,S17025,4E4,-1,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,DOT,42,23,6.500400066,71,5,29.9868,14,6,50000,16.5,33.5,6,True,0,0,0,False,Somerville,MAPC
571,S17039,4E5,0.5646,HWY   WASHINGTON ST,ST 28 NB/MCGRATH,NBI,DOT,42,22,49.01160049,71,5,23.586,12,2,4000,198.1,10.4,5,True,0,0,0,True,Somerville,MAPC
572,S17039,4E6,0.6344,HWY   MEDFORD ST,ST 28 SB/MCGRATH,NBI,DOT,42,22,48.38159943,71,5,25.3392,12,2,16000,318.5,10.4,5,True,0,0,0,True,Somerville,MAPC
573,E12005,4E7,0.9472,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,DOT,42,24,6.177599907,71,3,51.444,14,6,40000,70.7,25.2,7,True,0,0,0,False,Everett,MAPC
574,E12002,4E8,0.9848,RR    MBTA/BMRR,ST 16 RAMP,NBI,DOT,42,24,12,71,3,48,19,2,26120,53.3,15.8,7,True,0,0,0,False,Everett,MAPC
575,E12004,4E9,-1,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,DOT,42,24,13.56840038,71,4,22.116,14,6,70000,94.5,27.1,5,True,0,0,0,True,Everett,MAPC
576,E12008,4EA,0.6293,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,DOT,42,24,7.376399994,71,3,41.1372,14,3,52900,32.9,20.3,7,True,28,52,82,False,Everett,MAPC
577,E12009,4EB,0.572,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,DOT,42,24,9.593999863,71,3,36.8064,14,3,13600,36.6,19.8,7,True,0,0,0,True,Everett,MAPC
578,B16458,4ED,-1,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,DOT,42,21,59.04359818,71,4,8.526,12,4,41200,10.7,11.9,7,True,0,0,0,True,Boston,MAPC
579,B16457,4EE,0.7465,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,10.7,11.6,6,True,0,0,0,True,Boston,MAPC
580,B16007,4EG,-1,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,DOT,42,21,8.632800102,71,6,40.122,14,4,41000,220.7,19.2,4,True,0,0,0,True,Boston,MAPC
581,B16377,4EH,0.6086,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,DOT,42,21,39.20399857,71,7,6.0276,14,5,43000,20.1,24.4,6,True,0,0,0,False,Boston,MAPC
582,B16462,4EK,-1,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,DOT,42,21,19.96920013,71,4,32.3976,12,2,24000,9.4,9.1,6,True,0,0,0,False,Boston,MAPC
583,B16365,4EL,-1,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,DOT,42,20,56.75999832,71,5,34.2528,12,4,27000,235.3,18.3,4,True,22,27,36,True,Boston,MAPC
584,B16013,4EM,0.3369,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,DOT,42,22,3.982800007,71,4,16.4388,14,5,44000,25,25.6,5,True,20,25,40,True,Boston,MAPC
585,B16013,4ET,-1,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,DOT,42,21,41.33160019,71,4,33.708,14,6,49500,35.4,26.2,6,True,0,0,0,True,Boston,MAPC
586,B16033,4EU,-1,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,DOT,42,18,13.98960018,71,2,53.4768,14,6,19900,140.2,27.4,7,True,0,0,0,False,Boston,MAPC
587,B16246,4EV,-1,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,DOT,42,22,17.68440056,71,8,0.0492,14,4,70100,91.4,25.6,6,True,0,0,0,False,Boston,MAPC
588,B16367,4EX,0.5861,COMB  WASH ST&AMTK&ORNG,ST203 ARBORWAY,NBI,DOT,42,18,4.993199825,71,6,49.86,14,4,26000,503.6,24.4,5,True,0,0,0,True,Boston,MAPC
589,B16012,4EY,0.814814815,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,DOT,42,21,14.60519981,71,5,29.832,14,4,49000,659.9,22.6,7,True,0,0,0,False,Boston,MAPC
590,B16009,4F0,0.5136,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,DOT,42,21,40.48920059,71,4,21.7488,14,6,22600,650.7,32.5,4,True,20,25,40,True,Boston,MAPC
591,B16011,4F2,-1,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,DOT,42,22,7.888800144,71,7,25.5864,14,4,29000,70.7,19.3,N,True,0,0,0,True,Boston,MAPC
592,B16021,4F4,-1,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,DOT,42,16,0.875999987,71,5,39.3108,14,7,55000,33.5,36,N,True,0,0,0,False,Boston,MAPC
593,B16196,4F5,0.8892,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,DOT,42,19,13.95479965,71,3,3.96,14,4,44300,33.5,16.6,7,True,20,25,36,False,Boston,MAPC
594,B16390,4F7,-1,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,DOT,42,17,2.137200117,71,2,23.2116,14,6,70700,310.3,29.9,4,True,20,25,36,True,Boston,MAPC
595,B16459,4FA,-1,WATER PATTON COVE,HWY   MORRSSEY BLV,NBI,DOT,42,18,46.35720062,71,2,49.038,14,6,54000,8.2,40.5,4,True,33,46,67,True,Boston,MAPC
596,B16188,4FC,1,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,DOT,42,20,48.23160172,71,5,35.4012,14,4,41000,19.2,30.4,N,True,0,0,0,False,Boston,MAPC
597,B16365,4FD,1,WATER MUDDY RIVER,HWY   COMM AV OFRP,NBI,DOT,42,20,49.2071991,71,5,35.6856,12,2,27000,87.2,10.7,4,True,0,0,0,True,Boston,MAPC
598,B16052,4FE,0.5965,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,DOT,42,20,51.96120071,71,5,34.6488,14,4,52100,109.4,13.8,4,True,0,0,0,True,Boston,MAPC
599,B16365,4FF,-1,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,DOT,42,20,54,71,5,36,12,2,19064,152.4,9.1,4,True,22,27,36,True,Boston,MAPC
600,B16365,4FG,1,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,DOT,42,21,0.043200001,71,5,33.9864,12,2,20500,67.1,9.8,4,True,22,27,36,True,Boston,MAPC
601,B16365,4FH,-1,WATER MUDDY RIVER,HWY   BWKR NB OFRP,NBI,DOT,42,21,0.043200001,71,5,33.9864,12,2,9600,64,7.3,4,True,22,27,36,True,Boston,MAPC
602,B16365,4FJ,-1,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,DOT,42,21,1.947600007,71,5,33.18,12,2,27000,45.7,9.1,4,True,22,27,36,True,Boston,MAPC
603,B16365,4FK,-1,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,DOT,42,21,3.315599918,71,5,35.6352,12,2,24400,201.2,9.1,4,True,0,0,0,True,Boston,MAPC
604,B16365,4FL,-1,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,DOT,42,20,54,71,5,42,12,2,16700,128,8.5,9,True,15,25,34,False,Boston,MAPC
605,B16257,4FM,0.5222,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,DOT,42,21,42,71,4,18,12,2,9700,151.2,9.8,6,True,0,0,0,False,Boston,MAPC
606,B16258,4FN,0.5289,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,DOT,42,21,42,71,4,18,12,2,10500,47.2,9.8,8,True,17,19,24,True,Boston,MAPC
607,B16376,4FP,0.6703,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,DOT,42,22,5.026800156,71,7,27.9192,14,4,26000,19.2,22.9,5,True,0,0,0,False,Boston,MAPC
608,B16390,4FQ,-1,HWY   QUINCY LOOP,ST  3 A/HNCK OFFRP,NBI,DOT,42,17,0,71,2,18,14,2,21413,100.6,9.1,6,True,20,25,36,False,Boston,MAPC
609,B16390,4FR,0.8538,ST  3 A/HNCK NB&MBTA&RED,HWY   MORRSSEY BLV,NBI,DOT,42,17,0,71,2,18,16,2,30344,396.5,20.1,4,True,20,25,36,True,Boston,MAPC
610,B16390,4FT,-1,HWY   QUINCY LOOP,ST  3 A/HANCK ONRP,NBI,DOT,42,17,0,71,2,18,14,2,27550,100.6,9.1,6,True,20,25,36,False,Boston,MAPC
611,B16390,4FU,0.740740741,COMB  SAGAMORE ST & REDS,HWY   MORRSY OFFRP,NBI,DOT,42,17,0,71,2,18,14,1,1000,142.6,9.8,7,True,20,25,36,False,Boston,MAPC
612,S20024,4NM,0.9359,HWY   WOODLAND RD,I  90 EB,NBI,DOT,42,16,49.68119812,71,30,56.3076,11,3,94186,12.8,17.2,5,True,0,0,0,False,Southborough,MAPC
613,S20024,4NN,0.8457,HWY   WOODLAND RD,I  90 WB,NBI,DOT,42,16,50.41199875,71,30,56.3076,11,6,94186,12.8,17.2,5,True,0,0,0,False,Southborough,MAPC
614,S20023,4NP,0.7391,ST 85 CORDAVILLE RD,I  90 EB,NBI,DOT,42,16,40.55519867,71,31,32.3364,11,3,47093,35.1,17.2,5,True,0,0,0,False,Southborough,MAPC
615,S20023,4NQ,0.7716,ST 85 CORDAVILLE RD,I  90 WB,NBI,DOT,42,16,41.20679855,71,31,32.6496,11,3,47093,35.61,17.2,5,True,0,0,0,False,Southborough,MAPC
616,S20022,4NR,0.8867,HWY   PARKERVILLE RD,I  90 EB,NBI,DOT,42,16,30.25919914,71,32,11.3532,11,6,68385,12.7,17,5,True,0,0,0,False,Southborough,MAPC
617,S20022,4NT,0.8943,HWY   PARKERVILLE RD,I  90 WB,NBI,DOT,42,16,31.01160049,71,32,11.2632,11,3,68385,14,17.2,6,True,0,0,0,False,Southborough,MAPC
618,H23014,4NU,0.9979,WATER SUDBURY RIVER,I  90,NBI,DOT,42,16,1.581599951,71,33,48.9024,11,6,94186,11.3,59.3,N,True,0,0,0,False,Hopkinton,MAPC
619,H23013,4NV,0.740740741,I  90,I  90 RMPS INT 11A,NBI,DOT,42,15,52.4844017,71,34,13.7028,11,4,10000,53.3,16.3,7,True,0,0,0,False,Hopkinton,MAPC
620,H23015,4NW,-1,ST135 WOOD ST,I  90 EB,NBI,DOT,42,15,1.465199947,71,35,10.8636,11,6,89239,39,17.2,6,True,0,0,0,False,Hopkinton,MAPC
621,H23015,4NX,-1,ST135 WOOD ST,I  90 WB,NBI,DOT,42,15,1.630800009,71,35,11.8968,11,3,89239,39,17.2,6,True,0,0,0,False,Hopkinton,MAPC
622,A14020,4NY,0.740740741,I  90,HWY   OAK ST,NBI,DOT,42,17,6.611999989,71,29,54.6936,16,2,3000,63.4,10.5,7,True,0,0,0,False,Ashland,MAPC
623,F07060,4P0,-1,I  90,I  90 WB ON RAMP,NBI,DOT,42,18,46.26720047,71,23,7.1556,12,3,45000,71.9,7.9,6,True,0,0,0,False,Framingham,MAPC
624,F07061,4P1,-1,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,DOT,42,18,26.97839928,71,23,16.3716,12,1,45000,38.4,7.9,7,True,0,0,0,False,Framingham,MAPC
625,F07047,4P2,-1,RR    CSX,I  90 EB,NBI,DOT,42,18,48.05279922,71,23,18.2076,11,3,81223,43,22.1,7,True,0,0,0,False,Framingham,MAPC
626,F07047,4P3,-1,RR    CSX,I  90 WB,NBI,DOT,42,18,48.84840012,71,23,18.7944,11,3,81223,43,19,7,True,0,0,0,False,Framingham,MAPC
627,F07059,4P4,-1,I  90,HWY   OLD CONN PTH,NBI,DOT,42,18,49.6332016,71,23,29.2164,16,2,8000,70.1,17.4,6,True,0,0,0,False,Framingham,MAPC
628,F07058,4P5,-1,ST126 CONCORD ST,I  90 EB,NBI,DOT,42,18,55.48680115,71,24,5.4756,11,3,81223,37.5,18.4,7,True,0,0,0,False,Framingham,MAPC
629,F07058,4P6,-1,ST126 CONCORD ST,I  90 WB,NBI,DOT,42,18,56.19240189,71,24,5.4756,11,3,81223,37.5,18.4,7,True,0,0,0,False,Framingham,MAPC
630,F07046,4P7,-1,WATER SUDBURY RIVER,I  90 EB,NBI,DOT,42,18,51.02999878,71,25,1.1604,11,3,81223,54.9,18.6,7,True,0,0,0,False,Framingham,MAPC
631,F07046,4P8,-1,WATER SUDBURY RIVER,I  90 WB,NBI,DOT,42,18,51.60599899,71,25,1.7832,11,3,81223,54.9,18.6,6,True,0,0,0,False,Framingham,MAPC
632,F07057,4P9,-1,HWY   CENTRAL ST,I  90 EB,NBI,DOT,42,18,52.03440094,71,24,57.042,11,3,81223,20.4,18.6,6,True,0,0,0,False,Framingham,MAPC
633,F07057,4PA,-1,HWY   CENTRAL ST,I  90 WB,NBI,DOT,42,18,52.75439835,71,24,57.0924,11,3,81223,20.4,18.6,6,True,0,0,0,False,Framingham,MAPC
634,F07056,4PB,0.7904,HWY   EDGELL RD,I  90 EB,NBI,DOT,42,18,33.1955986,71,26,13.3404,11,3,81223,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
635,F07056,4PC,0.7998,HWY   EDGELL RD,I  90 WB,NBI,DOT,42,18,33.71760178,71,26,13.9812,11,3,81223,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
636,F07055,4PD,0.740740741,I  90,HWY   GROVE ST,NBI,DOT,42,18,23.15880013,71,26,35.5164,17,2,3200,60,12.5,7,True,0,0,0,False,Framingham,MAPC
637,F07053,4PE,0.740740741,I  90,ST 30 PLEASANT ST,NBI,DOT,42,18,13.90680027,71,26,52.5912,16,2,8000,87.8,12.8,7,True,0,0,0,False,Framingham,MAPC
638,F07052,4PF,-1,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,DOT,42,18,6.505199909,71,27,17.2044,17,2,4000,106.4,12.5,7,True,0,0,0,False,Framingham,MAPC
639,F07048,4PG,0.740740741,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,DOT,42,18,41.31719971,71,23,10.4892,12,2,35000,12.2,18.3,6,True,0,0,0,False,Framingham,MAPC
640,F07045,4PH,-1,WATER MDC RES 3,I  90 EB,NBI,DOT,42,18,1.976400018,71,28,15.8556,11,3,82000,39.3,18.4,5,True,0,0,0,False,Framingham,MAPC
641,F07045,4PJ,-1,WATER MDC RES 3,I  90 WB,NBI,DOT,42,18,2.710799932,71,28,15.8988,11,3,82000,39.3,18.4,5,True,0,0,0,False,Framingham,MAPC
642,F07044,4PK,-1,RR    CSX,I  90,NBI,DOT,42,17,54.95280075,71,28,33.9456,11,3,81223,17.7,15.2,5,True,0,0,0,False,Framingham,MAPC
643,F07050,4PL,-1,I  90,ST  9 WORCESTER RD,NBI,DOT,42,17,48.03720093,71,28,45.2244,12,4,55000,101.5,31,6,True,0,0,0,False,Framingham,MAPC
644,F07051,4PM,-1,ST  9 WORCESTER RD,I  90 RAMP,NBI,DOT,42,17,47.96879959,71,28,36.4656,12,2,2000,51.5,16.8,6,True,0,0,0,False,Framingham,MAPC
645,F07049,4PN,-1,I  90,I  90 RAMPS INT 12,NBI,DOT,42,17,38.14799881,71,29,0.294,12,4,400,49.1,15.8,5,True,0,0,0,False,Framingham,MAPC
646,F07062,4PP,-1,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,DOT,42,18,38.44440079,71,23,12.2604,12,2,45000,15.2,18.3,6,True,0,0,0,False,Framingham,MAPC
647,N03036,4PQ,-1,I  90,ST 30 COMM RD,NBI,DOT,42,18,40.62239838,71,22,30,14,2,15000,87.8,18,6,True,0,0,0,False,Natick,MAPC
648,N03038,4PR,0.740740741,HWY   MARY DAY CAMP RD,I  90 EB,NBI,DOT,42,19,43.43159866,71,19,47.2332,11,3,99459,9.8,18.4,7,True,0,0,0,False,Natick,MAPC
649,N03038,4PT,0.777777778,HWY   MARY DAY CAMP RD,I  90 WB,NBI,DOT,42,19,44.20199966,71,19,47.3088,11,3,99459,9.8,18.4,7,True,0,0,0,False,Natick,MAPC
650,N03037,4PU,-1,ST 27 N MAIN ST,I  90 EB,NBI,DOT,42,18,51.09840012,71,21,41.2164,11,3,99459,44.2,19.8,6,True,0,0,0,False,Natick,MAPC
651,N03037,4PV,-1,ST 27 N MAIN ST,I  90 WB,NBI,DOT,42,18,51.61320114,71,21,41.8356,11,3,99459,44.2,19.8,6,True,0,0,0,False,Natick,MAPC
652,W11012,4PW,0.740740741,I  90,HWY   OAK ST,NBI,DOT,42,19,11.64719963,71,20,35.2428,16,2,10000,69.2,12.6,7,True,0,0,0,False,Wayland,MAPC
653,W29048,4PX,0.844,ST 30 SOUTH AV& I95 RMPS,I  90 RAMP D,NBI,DOT,42,20,37.33800125,71,15,49.464,11,3,10400,140.8,13.6,6,True,0,0,0,True,Weston,MAPC
654,W29049,4PY,-1,HWY   NORUMBEGA RD,I  90 RAMP D,NBI,DOT,42,20,48,71,15,48,11,2,27875,20.1,11,5,True,0,0,0,False,Weston,MAPC
655,W29039,4Q0,-1,I  90,I  90 MAINT RAMP,NBI,DOT,42,20,6,71,18,54,11,2,592,61,9.1,5,True,0,0,0,False,Weston,MAPC
656,W29040,4Q1,-1,I  90,HWY   WINTER ST,NBI,DOT,42,20,5.153999805,71,18,52.8804,17,2,3000,68.6,10.8,7,True,0,0,0,False,Weston,MAPC
657,W29041,4Q2,-1,WATER AQDCT AT WLLSLY ST,I  90,NBI,DOT,42,20,7.061999798,71,18,32.3064,11,6,99459,11.6,19.2,N,True,0,0,0,False,Weston,MAPC
658,W29042,4Q3,-1,HWY   WELLESLEY ST,I  90 EB,NBI,DOT,42,20,7.141200066,71,18,26.5896,11,3,99459,19.8,18.4,6,True,0,0,0,False,Weston,MAPC
659,W29042,4Q4,-1,HWY   WELLESLEY ST,I  90 WB,NBI,DOT,42,20,7.832399845,71,18,26.7408,11,3,99459,19.8,18.4,6,True,0,0,0,False,Weston,MAPC
660,W29043,4Q5,-1,I  90,HWY   OAK ST,NBI,DOT,42,20,14.05319977,71,17,24.9072,17,2,3000,62.2,12.6,6,True,0,0,0,False,Weston,MAPC
661,W29044,4Q6,-1,WATER AQDCT AT SHAYLR LN,I  90,NBI,DOT,42,20,17.82959938,71,17,0.9132,11,6,99459,12.8,32.3,N,True,0,0,0,False,Weston,MAPC
662,W29045,4Q7,-1,HWY   RIDGEWAY RD,I  90 EB,NBI,DOT,42,20,19.39559937,71,16,39.648,11,3,99459,14.6,18.6,7,True,0,0,0,False,Weston,MAPC
663,W29045,4Q8,0.740740741,HWY   RIDGEWAY RD,I  90 WB,NBI,DOT,42,20,20.10479927,71,16,39.1296,11,3,99459,14.6,18.6,7,True,0,0,0,False,Weston,MAPC
664,W29053,4Q9,0.740740741,I  90,I  90 RAMP J,NBI,DOT,42,20,18,71,16,24,11,2,25682,73.5,11,7,True,0,0,0,False,Weston,MAPC
665,W29046,4QA,-1,OTHER MDC AQUEDUCT,I  90 RAMPS J & L,NBI,DOT,42,20,24,71,16,24,11,4,52911,15.8,34.7,N,True,0,0,0,True,Weston,MAPC
666,W29047,4QB,-1,I  90 RAMPS J & L,HWY   PARK RD,NBI,DOT,42,20,25.24200058,71,16,14.6784,17,2,3000,80.2,15.4,6,True,0,0,0,False,Weston,MAPC
667,W29054,4QC,0.740740741,I  90,HWY   PARK RD,NBI,DOT,42,20,19.96439934,71,16,7.806,17,2,3000,78,15.4,7,True,0,0,0,False,Weston,MAPC
668,W29055,4QD,-1,I  90 & RAMP K,I  90 RAMP G,NBI,DOT,42,20,18,71,16,0,11,2,112499,69.8,9.1,5,True,0,0,0,False,Weston,MAPC
669,W29057,4QE,-1,OTHER MDC AQUEDUCT,I  90 RAMP G,NBI,DOT,42,20,24,71,16,0,11,2,25593,37.2,8.5,5,True,0,0,0,True,Weston,MAPC
670,W29056,4QF,0.777777778,OTHER MDC AQUEDUCT,I  90 RAMP H2,NBI,DOT,42,20,24,71,16,0,11,2,26342,14.3,7.3,N,True,0,0,0,False,Weston,MAPC
671,W29058,4QG,-1,I  90 RAMPS A & B,I  90 RAMP G,NBI,DOT,42,20,18,71,16,0,11,2,13500,61.6,8.5,4,True,0,0,0,True,Weston,MAPC
