OBJECTID,AllBridges_2013April_BDEPT,AllBridges_2013April_BIN,AllBridges_2013April_FHWA_Record,AllBridges_2013April_Health_Index,AllBridges_2013April_Item___6A,AllBridges_2013April_Item___7,AllBridges_2013April_Item___8_Bridge_Cat,AllBridges_2013April_Item___8_Owner,AllBridges_2013April_Item__16A,AllBridges_2013April_Item__16B,AllBridges_2013April_Item__16C,AllBridges_2013April_Item__17A,AllBridges_2013April_Item__17B,AllBridges_2013April_Item__17C,AllBridges_2013April_Item__26,AllBridges_2013April_Item__28A,AllBridges_2013April_Item__29,AllBridges_2013April_Item__30,AllBridges_2013April_Item__32,AllBridges_2013April_Item__34,AllBridges_2013April_Item__49,AllBridges_2013April_Item__52,AllBridges_2013April_Item__58,AllBridges_2013April_Item_104,AllBridges_2013April_Posting_2_Axle,AllBridges_2013April_Posting_3_Axle,AllBridges_2013April_Posting_5_Axle,AllBridges_2013April_Struct_Def,AllBridges_2013April_Town_Name,AllBridges_2013April_RPA
118,B16017,4X0,True,0.9137,US  1 NB/CHELSEA LOWER,US  1 SB/CHLSEA UP,NBI,DOT,42,23,15.936,71,2,42.7668,12,3,45400,2011,11,0,1020.8,12.7,6,True,0,0,0,False,Boston,MAPC
119,B16017,4X1,True,0.6865,OTHER RELIEF,US  1 NB/TOLL LOWR,NBI,DOT,42,23,6.7416,71,2,51.3816,12,3,63100,2011,11,0,326.7,12.7,7,True,0,0,0,False,Boston,MAPC
120,B16017,4X2,True,0.6792,US  1 NB/TOLL PLAZA LOWR,US  1 SB/TOLL UPPR,NBI,DOT,42,23,6.2232,71,2,51.8316,12,3,45388,2011,11,0,326.7,12.7,6,True,0,0,0,False,Boston,MAPC
121,B16017,4X3,True,0.7367,WATER MYSTIC RIVER,US  1 NB/B MYSTC L,NBI,DOT,42,23,1.842,71,2,55.6512,12,3,63100,2011,11,0,464.5,12.7,7,True,0,0,0,False,Boston,MAPC
122,B16017,4X4,True,0.7367,US  1 NB/BIG MYSTIC LOWR,US  1 SB/B MYSTC U,NBI,DOT,42,23,1.23,71,2,56.184,12,3,45400,2011,11,0,464.5,12.7,7,True,0,0,0,False,Boston,MAPC
123,B16018,397,True,0.9983,WATER MUDDY RIVER,HWY   BEACON ST,NBI,DOT,42,20,59.7696,71,5,34.9908,14,3,25800,2012,14,0,16.5,21.6,7,False,0,0,0,False,Boston,MAPC
124,B16019,383,True,0.8662,WATER CHELSEA RIVER,HWY   MERIDIAN ST,NBI,MUN,42,23,6.7848,71,2,23.0748,14,2,27620,2010,12.2,0,327.7,13.4,6,False,33,33,33,True,Boston,MAPC
125,B16021,4F4,True,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,DOT,42,16,0.876,71,5,39.3108,14,7,53000,2012,26.8,0,33.5,36,N,True,0,0,0,False,Boston,MAPC
126,B16022,3A3,True,0.4933,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,DOT,42,16,38.262,71,3,12.4704,14,4,36000,2009,14.6,0,57,15.5,5,True,6,11,17,True,Boston,MAPC
127,B16024,385,True,0.7792,WATER NEPONSET RIVER,HWY   CENTRAL AVE,NBI,MUN,42,16,12.7452,71,4,25.2372,17,2,16000,2013,13.4,0,30.2,18.3,7,False,0,0,0,False,Boston,MAPC
128,B16025,386,True,0.7888,WATER NEPONSET RIVER,HWY   FAIRMOUNT AV,NBI,MUN,42,15,11.2248,71,7,9.6132,16,2,18900,2011,10.7,0,21.6,15.2,N,False,0,0,0,False,Boston,MAPC
129,B16026,387,True,0.4021,WATER NEPONSET RIVER,HWY   DANA AVE,NBI,MUN,42,15,6.1452,71,7,23.1456,17,2,8400,2011,10.4,0,29.3,16.2,N,False,0,0,0,False,Boston,MAPC
130,B16027,4F9,True,0.6804,WATER NEPONSET RIVER,HWY   NEPNST V PKY,NBI,DOT,42,14,4.6572,71,7,22.962,14,2,28600,2013,13.8,0,21,16.2,N,False,17,25,40,False,Boston,MAPC
131,B16029,388,True,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.0652,71,4,18.4188,14,4,55000,2008,25,0,251.46,28.6,4,True,9,12,18,True,Boston,MAPC
132,B16031,389,True,0.9871,WATER FORT POINT CHANNEL,HWY   SUMMER ST,NBI,MUN,42,21,3.366,71,3,8.1072,14,4,26500,2010,23.2,0,153,30.5,6,False,0,0,0,False,Boston,MAPC
133,B16032,38A,True,0.9656,WATER FORT POINT CHANNEL,HWY   CONGRESS ST,NBI,MUN,42,21,6.3972,71,3,5.9832,16,2,15800,2009,12.2,0,166.7,13.9,7,False,0,0,0,False,Boston,MAPC
134,B16033,4EU,True,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,DOT,42,18,13.9896,71,2,53.4768,14,6,65000,2011,23.8,0,140.2,27.4,6,True,0,0,0,True,Boston,MAPC
135,B16034,38B,True,0.9767,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,35400,2008,17.1,35,284.1,21.6,7,True,0,0,0,False,Boston,MAPC
136,B16035,38C,True,0.9493,WATER MOTHER BROOK,HWY   HYDE PARK AV,NBI,MUN,42,15,4.5612,71,7,34.05,14,2,15900,2011,10.1,15,18,15.2,8,False,0,0,0,False,Boston,MAPC
137,B16043,4TF,True,0.8558,COMB  I 90 & AMTRAK,HWY   TREMONT ST,NBI,DOT,42,20,51.3024,71,4,7.9716,14,5,15000,2010,18.3,54,52.1,25.1,4,True,0,0,0,True,Boston,MAPC
138,B16044,4TE,True,0.7252,COMB  I 90 & AMTRAK,HWY   ARLINGTON ST,NBI,DOT,42,20,52,71,4,8.5,14,4,6429,2011,14,52,52.4,19,5,True,0,0,0,False,Boston,MAPC
139,B16045,4TD,True,0.9499,OTHER I 90,HWY   BERKELEY ST,NBI,DOT,42,20,52.4,71,4,17,11,5,25600,2010,17.1,20,68.6,25.1,5,True,0,0,0,False,Boston,MAPC
140,B16046,4RF,True,0.8485,COMB  I 90 &CSX &ORNG LN,ST 28 NB/COLUMBUS,NBI,DOT,42,20,52.4688,71,4,22,14,4,111,1997,18.3,48,58.2,25.2,6,True,0,0,0,False,Boston,MAPC
141,B16047,4TC,True,0.6869,COMB  I 90 &CSX &ORNG LN,ST 28 SB/CLARENDON,NBI,DOT,42,20,52.7568,71,4,26,16,4,8900,1997,12.2,70,44.8,19,5,True,0,0,0,False,Boston,MAPC
142,B16048,4TB,True,0.8082,COMB  I 90 & MBTA/CSX,HWY   DARTMOUTH ST,NBI,DOT,42,20,52.2852,71,4,34.5,16,4,8900,1997,25,0,110.3,25.1,6,True,0,0,0,False,Boston,MAPC
143,B16049,4T7,True,0.9072,I  90 EB RAMP OFF B,ST  9 HUNTINGTN AV,NBI,DOT,42,20,50.7912,71,4,46.776,14,8,20000,2012,7.3,0,10.1,6.4,5,True,0,0,0,False,Boston,MAPC
144,B16049,4T8,True,0.8886,COMB  I 90 & MBTA/CSX,ST  9 HUNTINGTN AV,NBI,DOT,42,20,52.4112,71,4,44.9328,14,4,19900,1997,30.8,51,93.6,37.6,6,True,0,0,0,False,Boston,MAPC
145,B16049,4T9,True,0.8747,I  90 WB RAMP ON A,HWY   EXETER ST,NBI,DOT,42,20,53.6244,71,4,45.786,16,2,12400,2012,6.1,0,10.1,9.87,5,True,0,0,0,False,Boston,MAPC
146,B16049,4TA,True,0.8689,RR    MBTA/CSX,I  90 EB RAMPS OFF,NBI,DOT,42,20,48,71,4,48,11,2,15793,1996,10.7,0,62.2,12.8,5,True,0,0,0,False,Boston,MAPC
147,B16049,B88,True,0.7638,OTHER RELIEF,ST  9 HUNTINGTN AV,NBI,DOT,42,20,49.52,71,4,46.44,14,4,9950,2011,0,0,36.3,14.1,7,False,0,0,0,False,Boston,MAPC
148,B16050,4T6,True,0.7773,COMB  I 90 & MBTA/CSX,HWY   BOYLSTON ST,NBI,DOT,42,20,51,71,5,12,14,4,30700,2012,18.3,70,137.2,25.1,7,True,0,0,0,False,Boston,MAPC
149,B16051,4T5,True,0.5723,COMB  I 90 & MBTA/CSX,HWY   MASS AVE,NBI,DOT,42,20,50.838,71,5,16.22,14,4,38200,2012,21.9,20,49.4,29,4,True,0,0,0,True,Boston,MAPC
150,B16052,4FE,True,0.6025,COMB  I 90 & MBTA/CSX,HWY   BOWKER INT,NBI,DOT,42,20,51.9612,71,5,32.5,14,4,62929,2012,11,0,109.4,13.8,4,True,0,0,0,True,Boston,MAPC
151,B16053,4T3,True,0.7117,COMB  I 90 & MBTA/CSX,HWY   BROOKLINE AV,NBI,DOT,42,20,51.558,71,5,53.03,14,2,11000,2012,12.2,31,60.7,19,7,True,0,0,0,False,Boston,MAPC
152,B16054,4T2,True,0.6922,COMB  I 90 & MBTA/CSX,HWY   BEACON ST,NBI,DOT,42,20,52.026,71,6,3.924,14,6,10900,2012,25,25,108.2,31.2,4,True,0,0,0,True,Boston,MAPC
153,B16055,4T0,True,0.4719,COMB  I 90 & MBTA/CSX,"US 20 COMM AV,MBTA",NBI,DOT,42,21,2.1672,71,6,40.5608,14,5,35200,2012,18.3,62,115.8,22.1,5,True,0,0,0,True,Boston,MAPC
154,B16056,4RE,True,0.5859,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,NBI,DOT,42,21,22.8,71,7,50.63,14,6,30560,2012,22.6,0,144.5,23.5,4,True,0,0,0,True,Boston,MAPC
155,B16058,4RD,True,0.649,COMB  I90&CSX/MBTA&LNCLN,HWY   EVERETT ST,NBI,DOT,42,21,26.1324,71,8,17.3,17,2,3300,1997,8.5,0,131.7,13.1,6,True,0,0,0,False,Boston,MAPC
156,B16059,4TT,True,0.7062,COMB  I 90 & MBTA/CSX,HWY   MARKET ST,NBI,DOT,42,21,29.4408,71,8,54.0456,16,4,40000,2010,16.5,30,57,22,7,True,0,0,0,True,Boston,MAPC
157,B16060,4RJ,True,0.501,US 20 N BEACON ST,I  90 EB,NBI,DOT,42,21,27.81,71,9,14.65,11,4,104393,2012,16.05,45,37.8,17.5,5,True,0,0,0,False,Boston,MAPC
158,B16060,4RK,True,0.6681,US 20 N BEACON ST,I  90 WB,NBI,DOT,42,21,28.4724,71,9,15.58,11,4,104393,2012,15.2,45,37.8,17.5,4,True,0,0,0,True,Boston,MAPC
159,B16061,4RL,True,0.6954,HWY   PARSONS ST,I  90 EB,NBI,DOT,42,21,27.4932,71,9,28.03,11,4,104393,2006,16.04,24,19.2,17.7,5,True,0,0,0,False,Boston,MAPC
160,B16061,4RM,True,0.6764,HWY   PARSONS ST,I  90 WB,NBI,DOT,42,21,28.1736,71,9,28.5,11,4,104393,2006,16.04,24,19.2,17.7,6,True,0,0,0,False,Boston,MAPC
161,B16062,4TQ,True,0.7027,HWY   BROOKS ST,I  90 EB,NBI,DOT,42,21,27.0684,71,9,43.33,11,4,125000,2012,15.2,15,16.5,17.5,5,True,0,0,0,True,Boston,MAPC
162,B16062,4TR,True,0.7027,HWY   BROOKS ST,I  90 WB,NBI,DOT,42,21,27.774,71,9,43.2108,11,4,125000,2012,15.2,15,16.5,17.5,5,True,0,0,0,True,Boston,MAPC
163,B16063,4V3,True,0.740740741,TR    GREEN LINE D,HWY   PARK DR,NBI,MBT,42,20,42.3888,71,6,17.1,14,4,21000,1997,18.3,16,27.7,31.7,7,True,17,23,28,False,Boston,MAPC
164,B16066,38D,True,0.9708,COMB  ORANGE & MBTA/BMRR,HWY   CAMBRIDGE ST,NBI,MUN,42,22,58.3428,71,4,38.3556,14,2,35700,2011,16.8,26,52.7,22.6,6,False,0,0,0,False,Boston,MAPC
165,B16067,3GV,True,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST,634,DOT,42,23,7.4004,71,4,37.542,14,5,75800,2011,19.8,24,47.2,25.4,5,True,0,0,0,False,Boston,MAPC
166,B16068,3GW,True,0.5008,COMB  ORANGE & MBTA/BMRR,HWY   MYSTIC AVE,634,DOT,42,23,10.6368,71,4,37.9776,14,4,36000,2011,16.2,37,66.1,19.9,5,False,0,0,0,False,Boston,MAPC
167,B16069,3HU,True,0.9706,RR    CSX,HWY   CURTIS ST,634,DOT,42,23,1.0392,71,1,20.532,17,2,15500,2011,11,20,15.2,14.6,6,False,0,0,0,False,Boston,MAPC
168,B16070,3GX,True,0.7299,RR    CSX,HWY   SARATOGA ST,634,DOT,42,22,51.7512,71,1,29.9712,16,2,16000,2012,10.4,67,31.1,15.2,5,False,0,0,0,False,Boston,MAPC
169,B16071,3GY,True,0.8444,RR    CSX,HWY   BENNINGTN ST,634,DOT,42,22,47.3088,71,1,34.068,16,6,34800,2012,21,52,19.2,46.2,6,False,0,0,0,False,Boston,MAPC
170,B16073,3HT,True,0.6266,OTHER PEDESTRIAN WLKWY,HWY   PORTER ST,634,DOT,42,22,19.5816,71,2,5.7084,16,2,7200,2012,10.7,0,12.2,14.8,4,False,0,0,0,True,Boston,MAPC
171,B16075,3HR,True,0.8405,OTHER PEDESTRIAN WLKWY,HWY   MAVERICK ST,634,DOT,42,22,10.3116,71,2,16.6128,16,2,6700,2012,10.2,5,12.8,15.2,5,False,0,0,0,False,Boston,MAPC
172,B16076,3HQ,True,0.9661,OTHER PEDESTRIAN WLKWY,HWY   SUMNER ST,634,DOT,42,22,7.6512,71,2,24.6372,16,4,11900,2012,13.7,0,13.5,21.6,6,False,0,0,0,False,Boston,MAPC
173,B16078,4RN,True,0.8334,COMB  I 90 & AMTRAK/MBTA,HWY   HARRISON AVE,NBI,DOT,42,20,48.3504,71,3,47.2,16,4,8900,1997,14.6,0,63.7,20.2,7,True,0,0,0,False,Boston,MAPC
174,B16079,4TG,True,0.8899,COMB  I 90 & AMTRAK/MBTA,HWY   WASHINGTN ST,NBI,DOT,42,20,49.326,71,3,52,14,4,8900,1997,14.6,0,59.7,20.2,7,True,0,0,0,False,Boston,MAPC
175,B16080,4RQ,True,0.6556,COMB  I 90 & AMTRAK,HWY   SHAWMUT AVE,NBI,DOT,42,20,50.5,71,3,57,11,4,8700,2011,13.4,7,42.7,19.2,4,True,0,0,0,True,Boston,MAPC
176,B16080,4V5,True,0.5163,COMB  AMTRAK/MBTA & ORNG,HWY   SHAWMUT AVE,NBI,MUN,42,20,49.2324,71,3,58.9068,16,3,8700,2011,14,5,67.1,18.9,5,False,0,0,0,False,Boston,MAPC
177,B16081,3HP,True,0.7589,RR    AMTRAK/MBTA,HWY   TRMNT-ARLNGT,634,DOT,42,20,50.7264,71,4,8.6916,14,4,27300,2010,13.1,35,22.6,121.9,7,False,0,0,0,True,Boston,MAPC
178,B16083,4V6,True,0.777777778,COMB  AMTRAK/MBTA & ORNG,HWY   BERKELEY ST,NBI,MBT,42,20,50.982,71,4,18.1848,14,4,19900,1997,17.1,20,78.6,25.1,7,False,0,0,0,False,Boston,MAPC
179,B16085,3HN,True,0.9951,RR    AMTRAK/MBTA,HWY   DARTMOUTH ST,634,DOT,42,20,51.4752,71,4,35.8284,16,4,15000,2012,12.6,16,22.9,30.4,7,False,0,0,0,False,Boston,MAPC
180,B16085,4V7,True,-1,TR    ORANGE LINE,HWY   DARTMOUTH ST,NBI,MBT,42,20,49.614,71,4,34.6512,16,4,8900,1997,16.8,4,112.5,25.1,5,False,0,0,0,False,Boston,MAPC
181,B16087,86W,True,-1,COMB  AMTRAK/MBTA & ORNG,HWY   MASS AVE,NBI,MBT,42,20,29.98,71,4,59.34,14,4,15000,2000,0,0,27.9,30.5,6,False,0,0,0,False,Boston,MAPC
182,B16088,4V8,True,0.777777778,COMB  AMTRAK/MBTA & ORNG,HWY   RUGGLES ST,NBI,MBT,42,20,7.7532,71,5,26.4876,16,4,8900,1997,14,6,33.2,21.3,7,False,0,0,0,False,Boston,MAPC
183,B16089,4V9,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   PRENTISS ST,NBI,MBT,42,19,59.1204,71,5,36.8988,19,2,700,1997,7.9,0,24.7,13.6,6,False,0,0,0,False,Boston,MAPC
184,B16092,4VA,True,0.740740741,COMB  AMTRAK/MBTA & ORNG,HWY   TREMONT ST,NBI,MBT,42,19,53.1408,71,5,44.0592,16,4,8900,1997,14,24,39.3,26.2,6,False,0,0,0,False,Boston,MAPC
185,B16094,4VB,True,0.777777778,COMB  AMTRAK/MBTA & ORNG,HWY   HEATH ST,NBI,MBT,42,19,27.9444,71,5,57.822,16,2,8900,1997,11,4,26.5,15.8,7,False,0,0,0,False,Boston,MAPC
186,B16095,4VC,True,0.814814815,COMB  AMTRAK/MBTA & ORNG,HWY   CENTRE ST,NBI,MBT,42,19,22.8864,71,5,59.55,16,4,8900,1997,14,20,34.4,20.1,7,False,0,0,0,False,Boston,MAPC
187,B16096,4VD,True,0.777777778,COMB  AMTRAK/MBTA & ORNG,HWY   ATHERTON ST,NBI,MBT,42,19,8.3244,71,6,10.6596,19,2,700,1997,7.9,4,25.9,12.2,7,False,0,0,0,False,Boston,MAPC
188,B16106,38E,True,0.9541,RR    AMTRAK/MBTA,HWY   CUMMINS HWY,NBI,MUN,42,16,48.7272,71,7,12.09,14,4,17000,2013,13.4,24,25.3,18.3,7,False,0,0,0,False,Boston,MAPC
189,B16107,3HA,True,0.8082,RR    AMTRAK/MBTA,HWY   CANTERBRY ST,634,DOT,42,16,43.14,71,7,13.1808,17,2,26500,2010,10.4,0,20.7,15,5,False,0,0,0,False,Boston,MAPC
190,B16108,3HL,True,0.9943,RR    AMTRAK/MBTA,HWY   WEST ST,634,DOT,42,15,43.5924,71,7,25.9608,17,2,12500,2013,10.4,25,36.9,14.9,7,False,0,0,0,False,Boston,MAPC
191,B16109,3H8,True,0.6165,RR    AMTRAK/MBTA,HWY   RIVER ST,634,DOT,42,15,19.5696,71,7,31.908,16,2,25700,2011,9.8,30,25,15.8,5,False,0,0,0,True,Boston,MAPC
192,B16110,3H7,True,0.8691,RR    AMTRAK/MBTA,HWY   RESRVATN RD,634,DOT,42,14,52.0044,71,7,46.4808,16,2,2300,2011,8.5,8,65.2,13.1,6,False,0,0,0,False,Boston,MAPC
193,B16111,3H0,True,0.7639,RR    AMTRAK/MBTA,HWY   MILTON ST,634,DOT,42,14,21.012,71,7,59.808,14,2,27700,2011,12.2,0,62.8,16.7,5,False,0,0,0,False,Boston,MAPC
194,B16114,38F,True,0.6006,RR    MBTA,HWY   WALWORTH ST,NBI,MUN,42,17,11.1588,71,8,16.0512,17,2,7400,2011,7.9,28,12.1,11.5,7,False,0,0,0,True,Boston,MAPC
195,B16115,38G,True,0.7768,RR    MBTA,HWY   BELGRADE AVE,NBI,MUN,42,17,9.5244,71,8,59.874,14,2,14500,2012,12.2,28,13.1,19,7,False,0,0,0,False,Boston,MAPC
196,B16116,3HG,True,1,RR    MBTA,HWY   PARK ST,634,DOT,42,17,2.9076,71,9,19.386,19,2,6200,2012,7.9,0,9.8,11.9,8,False,0,0,0,False,Boston,MAPC
197,B16117,3HF,True,0.7566,RR    MBTA,HWY   BELLEVUE ST,634,DOT,42,17,0.1392,71,9,24.1632,19,2,6500,2011,7.9,23,12.2,12.6,7,False,0,0,0,False,Boston,MAPC
198,B16118,3HH,True,0.8947,RR    MBTA,HWY   CENTRE ST,634,DOT,42,16,58.2204,71,9,27.5076,16,6,29700,2012,16.5,53,15.2,69.3,5,False,0,0,0,False,Boston,MAPC
199,B16124,38H,True,0.9853,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56,71,2,57.5052,14,6,28300,2012,23.2,0,17.5,30.5,8,True,0,0,0,False,Boston,MAPC
200,B16126,3FH,True,0.9796,COMB  FNDRY ST&MBTA&AMTK,HWY   W FOURTH ST,NBI,DOT,42,20,30.7932,71,3,33.948,14,2,15000,2010,13.4,0,159.4,17.9,6,False,0,0,0,False,Boston,MAPC
201,B16127,4VK,True,-1,COMB  AMTRAK & RED CON,HWY   SOHAMPTN ST,NBI,MBT,42,19,47.4312,71,3,34.6608,14,4,19900,1997,14,19,23.8,19.8,5,False,0,0,0,False,Boston,MAPC
202,B16128,4VL,True,-1,TR    AMTRAK & RED CON,HWY   BOSTON ST,NBI,MBT,42,19,39.7308,71,3,30.5316,16,2,8900,1997,12.2,52,23.8,18.9,5,False,0,0,0,False,Boston,MAPC
203,B16129,8MQ,True,-1,TR    RED LINE (TUNNEL),HWY   DORCHSTR AVE,NBI,MBT,0,0,0,0,0,0,14,2,0,2000,0,0,0,18,5,False,0,0,0,False,Boston,MAPC
204,B16129,8RR,True,-1,RR    MBTA SPUR,HWY   DORCHSTR AVE,NBI,MBT,0,0,0,0,0,0,14,2,0,2000,0,0,0,18,5,False,0,0,0,False,Boston,MAPC
205,B16129,4VM,True,-1,COMB  MBTA & RED LN,HWY   DORCHSTR AVE,NBI,MBT,42,19,35.3244,71,3,25.974,14,2,19900,1997,12.2,47,29.9,18.3,4,False,22,50,65,True,Boston,MAPC
206,B16130,4ER,True,0.8023,COMB  OLD COLNY&MBTA&RED,HWY   COLUMBIA RD,NBI,DOT,42,19,17.0724,71,3,9.0576,14,4,71000,2012,15.8,6,68.3,21.9,7,False,0,0,0,False,Boston,MAPC
207,B16137,4VN,True,0.740740741,COMB  MBTA&REDS&FRKLN ST,HWY   REDFIELD ST,NBI,MBT,42,17,17.556,71,2,28.3668,19,2,700,1997,10.4,12,27.1,15.1,6,False,0,0,0,False,Boston,MAPC
208,B16145,4VP,True,-1,TR    RED HSL,HWY   ADAMS ST,NBI,MBT,42,16,42.6072,71,3,36.2808,16,2,8900,1997,10.4,53,16.8,16.4,6,False,0,0,0,False,Boston,MAPC
209,B16147,4VQ,True,-1,TR    RED HSL,HWY   MEDWAY ST,NBI,MBT,42,16,15.9492,71,3,54.0648,19,2,700,1997,7.9,9,23.8,12.9,6,False,6,6,6,False,Boston,MAPC
210,B16158,38J,True,0.7963,RR    MBTA,HWY   WASHNGTON ST,NBI,MUN,42,18,10.8324,71,4,43.3344,16,2,34500,2012,12.2,38,12.5,19.2,6,False,0,0,0,False,Boston,MAPC
211,B16159,3HC,True,1,RR    MBTA,HWY   HARVARD ST,634,DOT,42,17,47.9544,71,4,44.9904,16,2,8500,2013,9.4,12,20.7,14.5,7,False,0,0,0,False,Boston,MAPC
212,B16162,3HB,True,0.9179,RR    AMTRAK/MBTA,HWY   NORFOLK ST,634,DOT,42,16,59.6172,71,5,2.8032,16,2,12500,2012,13.4,52,38.4,17.7,7,False,0,0,0,False,Boston,MAPC
213,B16163,3H2,True,0.6823,RR    MBTA,HWY   MORTON ST,634,DOT,42,16,51.6144,71,5,9.0636,14,4,41300,2012,17.1,14,23.5,23.7,5,True,0,0,0,True,Boston,MAPC
214,B16164,3H9,True,0.9941,RR    MBTA,HWY   BABSON ST,634,DOT,42,16,27.2568,71,5,33.144,16,2,17000,2012,10.4,45,43.3,14.9,8,False,0,0,0,False,Boston,MAPC
215,B16165,3H3,True,0.509,RR    MBTA,HWY   BLUE HILL AV,634,DOT,42,16,22.5696,71,5,38.6916,14,5,43800,2012,27.4,49,43.9,36.6,5,True,0,0,0,False,Boston,MAPC
216,B16166,3H4,True,0.9924,RR    MBTA,HWY   CUMMINS HWY,634,DOT,42,16,11.7192,71,5,53.826,14,4,24100,2012,16.5,8,27.7,24.6,7,False,0,0,0,False,Boston,MAPC
217,B16167,AQF,True,1,RR    MBTA,HWY   RIVER ST,634,DOT,42,15,49.12,71,6,17.63,16,2,12000,2012,12.2,35,18.8,16.9,8,False,0,0,0,False,Boston,MAPC
218,B16168,38U,True,0.6731,HWY   CEMETERY RD,HWY   FRKLN PK ENT,NBI,MUN,42,18,3.8412,71,6,18.1404,16,4,17800,2011,12.2,0,13.7,38.4,N,False,0,0,0,False,Boston,MAPC
219,B16169,3HM,True,0.9228,COMB  WALNUT ST & MBTA,HWY   FAIRMONT AVE,634,DOT,42,15,13.7376,71,7,12.2088,16,2,19300,2012,11,17,53,16.1,7,False,0,0,0,False,Boston,MAPC
220,B16170,3HK,True,0.9402,RR    MBTA,HWY   DANA AVE,634,DOT,42,15,0.6768,71,7,22.2492,17,2,11900,2011,8.5,16,24.4,15.4,7,False,0,0,0,False,Boston,MAPC
221,B16172,3HJ,True,1,COMB  MBTA & ACCESS RD,HWY   SPRAGUE ST,634,DOT,42,14,15.1908,71,8,9.366,16,2,11000,2012,10,32,139.2,14.8,7,False,0,0,0,False,Boston,MAPC
222,B16174,3HE,True,0.9771,RR    MBTA/CSX,HWY   BAKER ST,634,DOT,42,16,44.4648,71,10,3.9144,17,2,8500,2012,9.1,21,12.3,13,5,False,0,0,0,False,Boston,MAPC
223,B16175,3HD,True,0.914,RR    MBTA,HWY   GARDNER ST,634,DOT,42,16,48.126,71,10,38.2368,19,2,2700,2011,7,42,15.2,10.1,7,False,0,0,0,False,Boston,MAPC
224,B16176,3EV,True,0.6325,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,55.4676,71,5,35.2896,14,4,23900,2012,15.8,0,17.7,24.7,7,True,0,0,0,False,Boston,MAPC
225,B16176,3EW,True,0.6274,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,56.7384,71,5,35.3472,14,3,18800,2012,12.2,0,17.7,21.2,6,True,0,0,0,False,Boston,MAPC
226,B16177,2KY,True,1,WATER CHARLES RIVER,ST109 SPRING ST,NBI,DOT,42,16,14.1204,71,10,25.4136,14,3,37600,2012,12,0,38.1,17.5,N,True,0,0,0,False,Boston,MAPC
227,B16179,4F6,True,0.7959,COMB  I 93 RMP&MBTA&ORNG,HWY   AUSTIN ST,NBI,DOT,42,22,21.1908,71,4,14.5632,14,4,48100,2011,19.8,99,556.3,18.3,6,False,0,0,0,False,Boston,MAPC
228,B16181,4EN,True,0.5547,RR    MBTA,HWY   W ROXBRY PKY,NBI,DOT,42,17,9.924,71,8,54.0132,14,4,21500,2012,12.2,8,11.3,18.9,5,False,0,0,0,True,Boston,MAPC
229,B16186,38L,True,1,WATER MOTHER BROOK,HWY   RESERVATN RD,NBI,MUN,42,15,0.8424,71,7,47.82,16,2,2300,2012,7.9,36,22.3,12.3,8,False,0,0,0,False,Boston,MAPC
230,B16187,4EJ,True,0.9673,WATER MOTHER BROOK,HWY   RIVER ST,NBI,DOT,42,14,43.4652,71,8,12.462,16,2,17500,2011,10.4,0,22.9,16.5,8,False,0,0,0,False,Boston,MAPC
231,B16188,4FC,True,0.438,WATER MUDDY RIVER,HWY   BOYLSTON ST,NBI,DOT,42,20,48.2316,71,5,31,14,4,41300,2011,21,15,19.2,30.4,N,True,0,0,0,False,Boston,MAPC
232,B16189,391,True,0.6676,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.8612,71,5,40.4304,14,1,2100,2011,5.8,0,20.4,22.1,N,True,15,22,34,False,Boston,MAPC
233,B16192,3F2,True,0.7129,WATER MUDDY RIVER,HWY   LONGWOOD AVE,NBI,DOT,42,20,24.5148,71,6,38.61,16,3,22500,2012,11.3,0,30.5,18.4,N,False,0,0,0,False,Boston,MAPC
234,B16193,392,True,0.6662,WATER MUDDY RIVER,HWY   NTHRLNDS RD,NBI,MUN,42,20,14.3268,71,6,41.4252,19,2,5400,2013,8.2,0,13.4,14.4,N,False,0,0,0,False,Boston,MAPC
235,B16196,4F5,True,1,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,DOT,42,19,13.9548,71,3,3.96,14,4,34000,2013,15.2,47,33.5,16.3,7,True,0,0,0,False,Boston,MAPC
236,B16197,4X5,True,-1,HWY   NORTHERN AVE,HWY   VIADUCT ST,NBI,MPA,42,21,0.0612,71,2,31.5384,19,2,700,1997,11,0,34.5,18.5,6,False,0,0,0,False,Boston,MAPC
