OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
121,F08024,1VD,True,0.8891,HWY   SUMMER ST,I 495 SB,NBI,DOT,42,3,27.4031,71,23,1.4315,11,4,36450,2013,15.2,33,29,16.6,7,True,0,0,0,False,Franklin,MAPC
122,F08027,1VE,True,0.7807,RR    MBTA/CSX,I 495 NB,NBI,DOT,42,5,14.7732,71,25,29.226,11,4,36500,2008,15.8,34,12.8,16.8,5,True,0,0,0,False,Franklin,MAPC
123,F08027,1VF,True,0.8032,RR    MBTA/CSX,I 495 SB,NBI,DOT,42,5,14.9136,71,25,31.35,11,4,36500,2008,15.8,34,12.8,16.8,5,True,0,0,0,False,Franklin,MAPC
124,F08029,1VG,True,0.7762,HWY   BEAVER ST,I 495 NB,NBI,DOT,42,4,52.2624,71,25,16.9248,11,3,39745,2013,15.2,15,23.8,16.7,7,True,0,0,0,False,Franklin,MAPC
125,F08029,1VH,True,0.7642,HWY   BEAVER ST,I 495 SB,NBI,DOT,42,4,51.1278,71,25,18.4506,11,4,38604,2013,15.2,17,23.8,16.7,7,True,0,0,0,False,Franklin,MAPC
126,S20020,1YT,True,0.9893,WATER WACH AQUEDUCT,ST 30 MAIN ST,NBI,DOT,42,18,26.6651,71,33,30.9924,16,2,6524,2001,12.2,9,7.6,14,5,False,0,0,0,False,Southborough,MAPC
127,B15001,206,True,0.9027,WATER STILL RIVER,ST117  MAIN ST,NBI,DOT,42,27,21.1926,71,38,44.0694,6,2,11700,2013,9.1,0,30.5,10.4,7,False,0,0,0,False,Bolton,MAPC
128,S20015,207,True,0.6869,ST  9 TURNPIKE RD,ST 85 CRDVILLE RD,NBI,DOT,42,17,29.814,71,31,35.8788,16,2,11800,2013,9.1,8,40.8,12,6,False,0,0,0,False,Southborough,MAPC
129,H23012,20Q,True,0.9991,I 495,I  90 RAMP ON&OFF,NBI,DOT,42,15,46.1586,71,33,47.5488,11,3,35000,2014,14,11,75.64,18.288,8,True,0,0,0,False,Hopkinton,MAPC
130,F07067,A4L,True,0.9451,COMB  ST 9 & CSX,HWY   CROSSNG BLVD,NBI,DOT,42,17,49.7435,71,29,31.5347,19,4,6700,2013,17.1,0,64.9,19.7,7,False,0,0,0,False,Framingham,MAPC
131,M06008,217,True,0.9162,I 495,HWY   FOREST ST,NBI,DOT,42,19,58.1226,71,34,31.2924,17,2,3000,2013,12.2,6,76.2,15.2,6,False,0,0,0,False,Marlborough,MAPC
132,B15003,21A,True,0.7643,I 495,HWY   SUGAR RD,NBI,DOT,42,27,1.2306,71,34,54.2058,19,2,400,2014,9.8,0,95.7,12.5,5,False,0,0,0,False,Bolton,MAPC
133,H23009,21B,True,0.6653,I 495,HWY   FRUIT ST,NBI,DOT,42,15,40.07,71,33,46.125,19,2,3250,2014,8.5,27,83.8,10.4,6,False,20,25,36,False,Hopkinton,MAPC
134,H23006,22W,True,0.7444,COMB  CSX & SUDBURY RIV,HWY   FRUIT ST,634,DOT,42,16,3.6012,71,33,9.594,19,2,2000,2013,9.1,11,56.7,12.2,6,False,9,16,26,True,Hopkinton,MAPC
135,S20004,23H,True,0.8328,RR    CSX,HWY   WHITE BGLY,634,DOT,42,18,6.7284,71,31,0.5694,17,2,1300,2013,7.3,0,12.2,9.8,7,False,0,0,0,False,Southborough,MAPC
136,S20005,23J,True,0.9956,RR    CSX,ST 85 MARLBORO RD,634,DOT,42,19,8.1114,71,31,49.1442,16,2,7800,2014,12.2,54,26.2,14.6,7,False,0,0,0,False,Southborough,MAPC
137,S20006,23K,True,1,RR    CSX,HWY   NORTHBORO RD,634,DOT,42,18,52.2138,71,33,48.0348,16,2,6000,2013,10.4,0,11.6,10.4,8,False,0,0,0,False,Southborough,MAPC
138,S20014,23L,True,0.9625,RR    CSX,HWY   BRIDGE ST,634,DOT,42,15,58.0134,71,32,8.163,19,2,700,2014,6.7,0,18.9,8.5,7,False,0,0,0,False,Southborough,MAPC
139,A02007,23X,True,0.8885,WATER FORT POND BROOK,HWY   LAWSBROOK RD,NBI,MUN,42,27,49.521,71,25,21.7416,17,2,3300,2013,7.3,0,7.9,8.7,6,False,0,0,0,False,Acton,MAPC
140,A02009,23Y,True,0.5222,WATER NASHOBA BROOK,HWY   BROOK ST,NBI,MUN,42,29,38.3172,71,25,12.5076,17,2,8060,2013,7.9,0,7.9,10.9,N,False,0,0,0,False,Acton,MAPC
141,A02018,240,True,1,WATER NASHOBA BROOK,HWY   CONCORD RD,NBI,MUN,42,28,40.7496,71,24,53.8554,16,2,5500,2006,7.3,6,6.1,10.8,N,False,0,0,0,False,Acton,MAPC
142,A14003,241,True,0.7581,WATER SUDBURY RIVER,HWY   FRONT ST,NBI,MUN,42,15,36.7668,71,27,22.374,17,2,7430,2013,7,0,12.5,9.8,5,False,0,0,0,False,Ashland,MAPC
143,A14005,242,True,0.9147,WATER SUDBURY RIVER,HWY   MYRTLE ST,NBI,MUN,42,15,49.9176,71,28,1.2756,17,2,12000,2013,7.6,0,8.8,9.3,6,False,0,0,0,False,Ashland,MAPC
144,A14006,243,True,0.651,WATER SUDBURY RIVER,HWY   CORDAVLLE RD,NBI,MUN,42,15,44.406,71,28,49.3643,16,2,13000,2014,6.7,8,8.2,9.3,5,False,0,0,0,True,Ashland,MAPC
145,F07002,244,True,0.7484,WATER STEARNS RESERVOIR,HWY   SALEM END RD,NBI,MUN,42,17,37.1538,71,26,56.3712,17,2,15600,2013,8.8,0,10.1,12.9,5,False,0,0,0,False,Framingham,MAPC
146,F07003,245,True,0.8983,WATER SUDBURY RIVER,HWY   WINTER ST,NBI,MUN,42,17,29.2991,71,26,31.1783,16,2,17500,2013,7,0,7.6,7.8,7,False,5,9,14,False,Framingham,MAPC
147,F07004,246,True,0.9389,WATER SUDBURY RIVER,HWY   UNION AVE,NBI,MUN,42,17,34.0152,71,25,38.913,16,2,34200,2013,9.8,0,18,13.7,6,False,0,0,0,False,Framingham,MAPC
148,F07005,247,True,1,WATER SUDBURY RIVER,HWY   MAIN ST,NBI,MUN,42,17,49.4052,71,25,38.0712,16,2,7950,2013,5.8,0,23.4,10.2,7,False,15,15,15,False,Framingham,MAPC
149,F07010,248,True,0.9684,WATER SUDBURY RIVER,HWY   CONCORD ST,NBI,MUN,42,19,19.9343,71,23,53.9808,16,2,18000,2013,11,25,18.9,15.2,7,False,0,0,0,False,Framingham,MAPC
150,F07007,249,True,0.8849,WATER SUDBURY RIVER,HWY   CENTRAL ST,NBI,MUN,42,18,21.5171,71,25,52.6547,16,2,11000,2014,11,0,26.2,15.5,5,False,0,0,0,False,Framingham,MAPC
151,F07030,24B,True,1,WATER SUDBURY RIVER,HWY   FRANKLIN ST,NBI,MUN,42,17,29.493,71,25,47.766,17,2,17000,2015,12.8,0,18.3,17.9,N,False,0,0,0,False,Framingham,MAPC
152,F07039,24C,True,0.8628,WATER SUDBURY RIVER,HWY   POTTER RD,NBI,MUN,42,20,19.2012,71,23,41.8554,17,2,3000,2013,9.1,12,29.3,11.8,5,False,0,0,0,False,Framingham,MAPC
153,F07014,24D,True,0.9655,WATER RESERVOIR 2,HWY   FOUNTAIN ST,NBI,MUN,42,16,22.3931,71,26,39.7283,17,2,11800,2014,8.5,0,17.7,11.1,7,False,0,0,0,False,Framingham,MAPC
154,F07038,24E,True,0.966,WATER EAMES BROOK,HWY   MT WAYTE AVE,NBI,MUN,42,17,15.3528,71,26,0.7332,17,2,18720,2014,12.2,28,6.4,29.9,N,False,0,0,0,False,Framingham,MAPC
155,F07063,24F,True,1,WATER SUDBURY RIVER,HWY   DANFORTH ST,NBI,MUN,42,19,31.6559,71,23,50.6363,17,1,1000,2014,8.5,21,40.5,13,8,False,0,0,0,False,Framingham,MAPC
156,F07064,24G,True,1,WATER SUDBURY RIVER,HWY   WICKFORD RD,NBI,MUN,42,19,1.0014,71,24,59.7996,17,2,5725,2014,12.5,0,47.95,13.33,9,False,0,0,0,False,Framingham,MAPC
157,F07065,24H,True,1,WATER SUDBURY RIVER,HWY   WINTER ST,NBI,MUN,42,17,30.1014,71,26,30.156,16,2,13500,2013,7,0,12.8,7.5,N,False,5,9,14,False,Framingham,MAPC
158,H25006,24J,True,0.733,WATER ASSABET RIVER,HWY   FOREST AVE,NBI,MUN,42,23,21.2166,71,33,35.1864,17,2,3000,2014,6.7,0,20.1,9.1,N,False,20,20,20,False,Hudson,MAPC
159,H25008,24L,True,0.7496,WATER ASSABET RIVER,HWY   COX ST,NBI,MUN,42,23,59.1215,71,32,45.4812,17,2,8300,2014,7,4,17.1,9.8,5,False,16,17,17,False,Hudson,MAPC
160,M10005,24N,True,0.6551,WATER ASSABET RIVER,HWY   WALNUT ST,NBI,MUN,42,25,51.7007,71,27,13.5756,17,2,7800,2013,6.7,45,22.3,11.8,N,False,7,8,12,False,Maynard,MAPC
161,M10010,24P,True,0.9928,WATER MILL CANAL,HWY   SUDBURY ST,NBI,MUN,42,25,43.4423,71,27,34.1891,17,2,2600,2014,8.8,0,11.3,11,7,False,0,0,0,False,Maynard,MAPC
162,N03002,24Q,True,0.7723,WATER SEWER CANAL,HWY   PLEASANT ST,NBI,MUN,42,16,11.1108,71,18,49.9494,16,2,12400,2013,9.8,15,6.2,14.2,N,False,0,0,0,False,Natick,MAPC
163,N03016,24R,True,0.5889,WATER CHARLES RIVER,HWY   PLEASANT ST,NBI,MUN,42,16,18.2784,71,18,54.7236,16,2,9000,2013,7.3,0,34.4,10.5,N,False,0,0,0,False,Natick,MAPC
164,S31008,24U,True,0.9156,WATER HOP BROOK,HWY   UNION AVE,NBI,MUN,42,22,0.8322,71,25,12.2412,16,2,20700,2013,6.7,24,9.4,8.8,7,False,0,0,0,False,Sudbury,MAPC
165,S31001,24W,True,0.9973,WATER SUDBURY RIVER,HWY   LINCOLN RD,NBI,MUN,42,23,46.9715,71,21,52.992,17,2,1800,2014,6.1,0,34.7,8.2,5,False,0,0,0,False,Sudbury,MAPC
166,W11007,24Y,True,0.6712,WATER SUDBURY RIVER,ST 27 OLD SUDBURY,NBI,MUN,42,22,26.9796,71,22,53.544,14,2,30000,2013,9.1,0,33.2,12.4,5,True,0,0,0,False,Wayland,MAPC
167,A02008,255,True,0.7174,WATER FORT POND BROOK,HWY   RIVER ST,NBI,MUN,42,27,24.6887,71,26,12.6456,19,2,2000,2013,5.8,30,15.8,7.6,N,False,0,0,0,False,Acton,MAPC
168,A02010,256,True,0.1805,WATER FORT POND BROOK,HWY   PARKER ST,NBI,MUN,42,27,28.8498,71,26,1.1682,17,2,1600,2014,7.3,30,6.2,7.9,6,False,10,13,19,True,Acton,MAPC
169,A02011,257,True,0.9905,WATER NASHOBA BROOK,HWY   WETHERBEE ST,NBI,MUN,42,28,30.5327,71,24,39.2292,19,2,1040,2014,7.5,45,14.6,9.8,N,False,0,0,0,False,Acton,MAPC
170,A02020,258,True,1,WATER FORT POND BROOK,HWY   RIVER ST,NBI,MUN,42,27,29.8115,71,26,24.4824,19,2,500,2014,8.2,0,7.6,15.2,N,False,0,0,0,False,Acton,MAPC
171,A02021,259,True,1,WATER FORT POND BROOK,HWY   RIVER ST,NBI,MUN,42,27,33.5916,71,26,33.3276,19,2,600,2014,5.2,41,8.8,11,N,False,0,0,0,False,Acton,MAPC
172,A02022,25A,True,0.6079,WATER FORT POND BROOK,HWY   STOW ST,NBI,MUN,42,27,30.528,71,27,33.984,17,2,860,2013,7.3,20,9.1,8.3,6,False,0,0,0,False,Acton,MAPC
173,A02023,25B,True,0.6856,WATER FORT POND BROOK,HWY   MARTIN ST,NBI,MUN,42,27,32.094,71,27,42.1164,19,2,3300,2014,7.9,12,6.4,0,N,False,0,0,0,False,Acton,MAPC
174,A14004,25H,True,0.502,WATER SUDBURY RIVER,HWY   CONCORD ST,NBI,MUN,42,15,43.7148,71,27,48.0852,19,2,1030,2013,7.9,11,9.4,12.8,N,False,18,22,34,False,Ashland,MAPC
175,A14008,25K,True,0.9025,WATER SUDBURY RIVER,HWY   HOWE ST,NBI,MUN,42,15,56.5667,71,29,49.1928,19,2,1300,2012,10.4,29,32,13,6,False,0,0,0,False,Ashland,MAPC
176,M10006,25T,True,0.642,WATER ASSABET RIVER,HWY   FLORIDA RD,NBI,MUN,42,25,56.6034,71,27,24.5046,19,2,2850,2014,5.5,24,21.3,9.1,N,False,17,22,34,True,Maynard,MAPC
177,M10003,25U,True,0.8085,WATER ASSABET RIVER,HWY   MILL ST,NBI,MUN,42,25,51.2363,71,28,0.1992,19,2,1040,2013,6.7,15,21.3,10.5,N,False,0,0,0,False,Maynard,MAPC
178,S29004,262,True,1,WATER ASSABET RIVER,HWY   SUDBURY RD,NBI,MUN,42,24,41.9724,71,30,30.0563,17,2,4070,2013,6.4,9,15.2,7.3,7,False,14,20,32,False,Stow,MAPC
179,S29010,263,True,0.9882,WATER ELIZABETH BROOK,HWY   HILEY BRK RD,NBI,MUN,42,26,17.5812,71,32,28.2372,9,2,520,2013,5.6,0,8.5,7.1,N,False,13,25,40,False,Stow,MAPC
180,S29003,264,True,1,WATER ASSABET RIVER,HWY   SUDBURY RD,NBI,MUN,42,24,41.8139,71,30,31.3487,17,2,4070,2013,6.4,0,7.9,7.5,7,False,14,20,32,False,Stow,MAPC
181,S29011,265,True,0.1375,WATER ELIZABETH BROOK,HWY   BOX MILL RD,NBI,MUN,42,25,54.21,71,30,9.0786,19,2,260,2012,5.2,9,14.3,6.3,5,False,0,0,0,True,Stow,MAPC
182,A02013,26K,True,0.8933,WATER NASHOBA BROOK,ST119 /ST2 A,NBI,DOT,42,29,56.5367,71,25,5.9087,14,2,20000,2013,12.2,16,8.8,13.4,5,True,0,0,0,False,Acton,MAPC
183,L13026,26M,True,0.9939,I 495,ST  2 A/ST110/KING,NBI,DOT,42,32,23.2764,71,29,34.7202,14,3,22000,2013,13.4,19,87.2,16.9,9,False,0,0,0,False,Littleton,MAPC
184,L13011,26N,True,0.9855,RR    MBTA/BMRR,ST  2 A/ST110/AYER,NBI,DOT,42,33,4.2222,71,31,42.402,14,2,13800,2012,14.6,37,28,17.4,7,True,0,0,0,False,Littleton,MAPC
185,S31004,26Q,True,0.9411,WATER HOP BROOK,US 20 BSTN POST RD,NBI,DOT,42,21,42.4584,71,25,4.1046,14,2,32000,2013,9.1,20,7.3,11.6,6,True,0,0,0,False,Sudbury,MAPC
186,L13030,26V,True,0.8744,I 495,ST119 GREAT RD,NBI,DOT,42,32,57.6708,71,28,41.6136,14,2,112706,2014,13.4,28,95.1,16.8,4,True,0,0,0,False,Littleton,MAPC
187,L13008,26W,True,0.9473,WATER BEAVER BROOK,ST119 GREAT RD,NBI,DOT,42,33,13.0104,71,28,59.3399,14,2,23800,2014,7.3,0,7.9,8.5,6,True,17,23,36,False,Littleton,MAPC
188,F07040,275,True,0.8,ST  9 WORCESTER RD,HWY   MAIN ST,NBI,DOT,42,18,0.5616,71,26,3.9732,16,5,38300,2013,25.3,17,36,30.1,5,False,0,0,0,False,Framingham,MAPC
189,F07001,276,True,0.4154,WATER RESERVOIR OUTLET,ST  9 WORCESTER RD,NBI,DOT,42,17,39.2886,71,27,27.5502,14,4,58800,2014,18.3,44,16.5,27.4,4,True,20,25,40,True,Framingham,MAPC
190,N03032,278,True,0.6232,ST  9 & RAMP A,HWY   RAMP B,NBI,DOT,42,17,57.7787,71,22,45.8256,14,1,8200,2013,9.1,0,41.8,10.6,5,False,0,0,0,False,Natick,MAPC
191,B18001,27B,True,0.7567,HWY   CENTRAL ST,ST  2,NBI,DOT,42,30,1.9404,71,28,31.1844,12,4,44000,2013,10.4,22,20.1,27.2,7,True,0,0,0,False,Boxborough,MAPC
192,L13018,27C,True,0.9656,RR    MBTA/BMRR,ST  2,NBI,DOT,42,31,4.0542,71,30,6.1308,12,4,42000,2014,23.2,38,53,27,7,True,0,0,0,False,Littleton,MAPC
193,L13017,27D,True,0.9846,HWY   FOSTER ST,ST  2,NBI,DOT,42,31,6.819,71,30,12.2508,12,4,42221,2014,24.4,13,16.2,27.8,6,True,0,0,0,False,Littleton,MAPC
194,M06019,27E,True,0.7396,HWY   85 CONNECTOR,I 290 RAMP H,NBI,DOT,42,21,51.48,71,35,10.7118,12,2,21386,2013,9.1,23,26.5,10.1,5,False,0,0,0,False,Marlborough,MAPC
195,H25016,27F,True,0.9699,WATER ASSABET RIVER,I 495 NB,NBI,DOT,42,22,7.9134,71,35,40.7328,11,3,50000,2013,15.2,25,25.9,17.1,5,True,0,0,0,False,Hudson,MAPC
196,H25016,27G,True,0.7918,WATER ASSABET RIVER,I 495 SB,NBI,DOT,42,22,6.1746,71,35,43.0908,11,3,50000,2013,15.2,22,25.3,17.1,5,True,0,0,0,False,Hudson,MAPC
197,H25017,27H,True,0.9509,HWY   RIVER RD,I 495 NB,NBI,DOT,42,22,17.943,71,35,45.7872,11,3,48989,2007,15.2,33,40.8,17.1,6,True,0,0,0,False,Hudson,MAPC
198,H25017,27J,True,0.7547,HWY   RIVER RD,I 495 SB,NBI,DOT,42,22,15.7116,71,35,48.1446,11,3,48720,2013,15.2,32,43,17.1,6,True,0,0,0,False,Hudson,MAPC
199,L13022,27K,True,0.5822,ST  2,I 495 NB,NBI,DOT,42,31,14.4258,71,30,29.07,11,4,75000,2014,13.4,3,50.9,18.3,4,True,0,0,0,True,Littleton,MAPC
200,L13023,27M,True,0.7585,RR    MBTA/BMRR,I 495 NB,NBI,DOT,42,31,27.7572,71,30,17.8338,11,4,65674,2009,15.8,40,54.9,18.3,5,True,0,0,0,False,Littleton,MAPC
201,L13027,27P,True,0.9993,WATER BEAVER BROOK,I 495 NB,NBI,DOT,42,32,34.9223,71,29,22.4771,11,3,62268,2014,15.2,27,14.9,19.5,N,True,0,0,0,False,Littleton,MAPC
202,L13027,27Q,True,0.9425,WATER BEAVER BROOK,I 495 SB,NBI,DOT,42,32,36.1175,71,29,23.5572,11,3,62268,2014,15.2,27,14.9,19.5,N,True,0,0,0,False,Littleton,MAPC
203,M06012,27Y,True,0.8659,HWY   BERLIN RD,I 495 NB,NBI,DOT,42,21,32.2704,71,35,8.2458,11,3,43457,2013,15.2,45,44.2,17.1,6,True,0,0,0,False,Marlborough,MAPC
204,M06012,280,True,0.7791,HWY   BERLIN RD,I 495 SB,NBI,DOT,42,21,32.4684,71,35,10.8888,11,3,42280,2013,15.2,45,44.2,17.1,6,True,0,0,0,False,Marlborough,MAPC
205,M06007,281,True,0.9653,HWY   DONALD LYNCH BLVD,I 495 NB,NBI,DOT,42,22,1.613,71,35,36.8844,11,3,50000,2013,15.2,37,42.2,17.1,6,True,0,0,0,False,Marlborough,MAPC
206,M06007,282,True,0.9708,HWY   DONALD LYNCH BLVD,I 495 SB,NBI,DOT,42,21,59.2992,71,35,38.3387,11,3,50000,2013,15.2,37,38.3,17.1,6,True,0,0,0,False,Marlborough,MAPC
207,A02012,286,True,0.9072,WATER FORT POND BROOK,ST 27 MAIN ST,NBI,DOT,42,27,33.89,71,27,15.05,14,3,12300,2014,10.4,0,6.7,15.2,N,True,0,0,0,False,Acton,MAPC
208,A02037,287,True,0.6607,ST  2,ST 27 MAIN ST,NBI,DOT,42,28,40.5798,71,26,54.675,14,2,21110,2014,13.4,12,31.1,16.7,6,True,0,0,0,False,Acton,MAPC
209,A14001,28A,True,0.9434,WATER SUDBURY RIVER,ST135 UNION ST,NBI,DOT,42,15,35.1899,71,27,7.0451,14,2,22800,2013,12.2,21,28,14.6,5,True,0,0,0,False,Ashland,MAPC
210,F07028,28B,True,0.9929,ST  9 WORCESTER RD,ST126 CONCORD ST,NBI,DOT,42,17,53.6459,71,24,30.9672,14,2,35500,2014,12.2,22,31.4,16,7,True,0,0,0,False,Framingham,MAPC
211,S29007,28D,True,0.9659,WATER ELIZABETH BROOK,ST 62 GLEASNDLE RD,NBI,DOT,42,25,53.5439,71,30,26.9064,14,2,5746,2013,13.4,25,6.8,16.2,6,True,0,0,0,False,Stow,MAPC
212,S29001,28E,True,0.5719,WATER ASSABET RIVER,ST 62 GLEASNDLE RD,NBI,DOT,42,24,17.3051,71,31,35.1264,14,2,5746,2013,9.1,40,51.8,13.7,4,True,0,0,0,True,Stow,MAPC
213,F07024,28H,True,0.6718,WATER STONEY BROOK,ST 30 PLEASANT ST,NBI,DOT,42,18,13.4531,71,29,22.8768,16,2,20000,2013,9.1,0,11,9.3,N,False,0,0,0,False,Framingham,MAPC
214,A02029,28J,True,0.7597,ST  2 EB,ST111 NB/MASS AVE,NBI,DOT,42,28,26.58,71,26,44,16,2,35000,2014,10.7,42,14.3,13.7,6,False,0,0,0,False,Acton,MAPC
215,A02006,28K,True,0.7649,WATER FORT POND BROOK,ST111 MASS AVE,NBI,DOT,42,28,33.4056,71,28,3.8783,16,2,20200,2001,7.9,16,6.7,11,6,False,0,0,0,False,Acton,MAPC
216,B18002,28L,True,0.729,I 495,ST111 MASS AVE,NBI,DOT,42,29,13.2035,71,32,41.5607,16,4,18200,2013,14.6,7,98.5,17.1,4,False,0,0,0,True,Boxborough,MAPC
217,M10002,28M,True,0.8893,WATER ASSABET RIVER,ST117 GREAT RD,NBI,DOT,42,25,42.4091,71,28,7.0104,14,2,12210,2013,13.1,0,18.3,15.6,N,True,0,0,0,False,Maynard,MAPC
218,S29005,28N,True,0.9858,WATER ELIZABETH BROOK,ST117 GREAT RD,NBI,DOT,42,26,4.3439,71,31,43.0896,6,2,17000,2014,9.1,30,10.4,11.8,7,False,0,0,0,False,Stow,MAPC
219,H25003,28P,True,0.3642,WATER ASSABET RIVER,ST 85 WASHNGTON ST,NBI,DOT,42,23,25.4688,71,34,12.9144,14,2,39200,2014,9.8,4,18.6,14.7,N,True,20,25,40,True,Hudson,MAPC
220,N03020,28Q,True,0.8096,ST  9 WORCESTER ST,ST 27 N MAIN ST,NBI,DOT,42,17,59.964,71,21,35.7552,14,2,28000,2014,12.2,14,30.2,16,5,True,0,0,0,True,Natick,MAPC
221,A02001,28R,True,0.7318,WATER ASSABET RIVER,ST 62 PWDR MILL RD,NBI,DOT,42,26,27.388,71,25,46.146,14,3,27800,2014,12.2,10,23.7,15,6,True,0,0,0,False,Acton,MAPC
222,M10004,28T,True,0.7274,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,DOT,42,25,54.447,71,27,18.4242,14,2,8000,2014,11,23,18.9,16,4,True,0,0,0,True,Maynard,MAPC
223,M06018,28V,True,0.9598,HWY   PLEASANT ST,HWY   85 CONNECTOR,NBI,DOT,42,22,9.9048,71,34,34.4706,14,2,20834,1992,13.4,5,27.7,14.4,7,True,0,0,0,False,Marlborough,MAPC
224,L13024,28W,True,0.5312,I 495,HWY   HARWOOD AVE,NBI,DOT,42,31,53.5146,71,29,58.4916,17,2,1300,2012,9.8,3,85.6,12.9,6,False,0,0,0,False,Littleton,MAPC
225,F07027,290,True,0.9782,COMB  ST 9 WB & CSX,HWY   PLSNT ST CON,NBI,DOT,42,17,51.36,71,29,25.8215,19,2,10200,2013,12.5,35,58.5,16.5,7,False,0,0,0,False,Framingham,MAPC
226,N03033,291,True,0.559,ST  9 & RAMP A,HWY   SPEEN ST SB,NBI,DOT,42,17,57.7103,71,22,44.6448,16,3,20000,2013,12.2,33,50.9,15.7,6,True,0,0,0,False,Natick,MAPC
227,N03034,292,True,0.6998,HWY   RAMPS D & G,HWY   SPEEN ST NB,NBI,DOT,42,17,55.5,71,22,37,14,2,15000,2013,9.1,27,29.1,12.8,5,False,0,0,0,False,Natick,MAPC
228,N03035,293,True,0.7483,ST  9 WORCESTER ST,HWY   SPEEN ST NB,NBI,DOT,42,17,57.6456,71,22,36.1164,14,3,21600,2013,12.8,87,30.8,15.8,6,True,0,0,0,False,Natick,MAPC
229,A02036,294,True,0.5386,ST  2,HWY   HAYWARD RD,NBI,DOT,42,28,52.5828,71,27,3.2934,17,2,3000,2013,10.4,9,46.9,13.3,7,False,0,0,0,False,Acton,MAPC
230,A02035,295,True,0.587,ST  2,HWY   ARLINGTON ST,NBI,DOT,42,29,27.4086,71,27,35.3442,17,2,550,2013,10.4,6,34.1,13.3,7,False,0,0,0,False,Acton,MAPC
231,L13015,296,True,0.9614,ST  2,HWY   WHITCOMB AVE,NBI,DOT,42,31,37.434,71,31,18.8976,19,2,400,2012,10.4,8,30.8,13.3,6,False,0,0,0,False,Littleton,MAPC
232,L13028,297,True,0.7276,I 495,HWY   RUSSELL ST,NBI,DOT,42,32,43.87,71,29,11.9688,19,2,400,2012,9.8,14,84.1,13,7,False,0,0,0,False,Littleton,MAPC
233,B04013,761,True,0.9972,US  3,HWY   OLD BILLERIC,NBI,DOT,42,31,4.47,71,15,33.22,17,2,3500,2013,10.4,46,95.6,12.8,7,False,0,0,0,False,Bedford,MAPC
234,S07016,76Q,True,0.9622,WATER SATUIT BROOK,HWY   FRONT ST,NBI,MUN,42,11,34.42,70,43,34.23,16,2,21000,2013,9.7,30,7.8,0,N,False,0,0,0,False,Scituate,MAPC
235,A14022,AGP,True,0.9985,RR    CSX,HWY   HIGH ST,634,DOT,42,15,41.9292,71,29,2.7203,19,2,1750,2014,8.5,45,83.6,11.2,7,False,0,0,0,False,Ashland,MAPC
236,A14011,AE1,True,1,RR    CSX,HWY   FOUNTAIN ST,634,DOT,42,15,38.9556,71,27,11.4335,19,2,5330,2013,8.5,20,37.2,10.4,7,False,0,0,0,False,Ashland,MAPC
237,H25002,ABQ,True,1,WATER ASSABET RIVER,HWY   CHAPIN RD,NBI,MUN,42,22,49.2456,71,35,10.0212,19,2,1900,1995,8.5,0,14.5,11.3,8,False,0,0,0,False,Hudson,MAPC
238,M13001,AAK,True,0.966,WATER CHARLES RIVER,HWY   WALKER ST,NBI,MUN,42,8,24.2442,71,23,22.5204,19,2,650,2012,7.3,10,24.4,10.1,7,False,0,0,0,False,Medway,MAPC
239,N18011,2C6,True,0.9753,WATER IPSWICH RIVER,HWY   HAVERHILL ST,NBI,MUN,42,34,21.1835,71,4,49.0836,16,2,11500,2013,7.9,16,13.7,11,7,False,0,0,0,False,North Reading,MAPC
240,W04001,2C8,True,0.4969,WATER CHARLES RIVER,HWY   FARWELL ST,NBI,MUN,42,22,1.5,71,13,5.25,16,2,12700,2013,12.2,18,33.4,16.4,5,False,20,25,36,False,Waltham,MAPC
241,M23007,ADL,True,0.9635,WATER CHARLES RIVER,HWY   MYRTLE ST,NBI,MUN,42,8,0.582,71,21,42.6996,19,2,1850,2014,7.3,0,22.1,9.7,8,False,10,14,22,False,Millis,MAPC
242,B16645,7GD,True,0.9992,COMB  AMTRAK/MBTA&RED LN,HWY   S BOS BYPASS,NBI,DOT,42,20,4.2072,71,3,41.9255,16,2,8530,2013,10.8,0,555.5,11,7,True,0,0,0,False,Boston,MAPC
243,B06024,7K4,True,0.9972,WATER CHARLES RIVER,HWY   DEPOT ST,NBI,MUN,42,5,38.4504,71,28,55.6176,17,2,1300,2001,9.1,35,16.5,11.8,6,False,0,0,0,False,Bellingham,MAPC
